model,language,context,question_id,difficulty,category,question,reference_answer,model_answer,judge_score,judge_reasoning,retrieval_hit,exact_reference_match,all_reference_numbers_found,failure_type,token_budget,context_chars
deepseek-v3.2-thinking,en,en_statements_8000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения","Ministry of Education (code 34) receives more funding: 56,424,894.1 thousand som in 2026, compared to Ministry of Health (code 37): 41,621,347.3 thousand som in 2026.",3,The model correctly identifies Ministry of Education receives more funding and provides the accurate amounts matching the reference.,0,0,0,retrieval_miss_model_right,8000,31856
deepseek-v3.2-thinking,en,en_statements_8000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The context does not contain information about the total program-level budget change between 2026 and 2027. It only provides changes for individual ministries and agencies.,0,"Model answer incorrectly claims no information, whereas reference provides a specific decline of 7.1%.",1,0,1,retrieval_hit_model_wrong,8000,26225
deepseek-v3.2-thinking,en,en_statements_8000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций' has the smallest non-zero funding in 2026 at 739.4 тыс. сом.,3,The model correctly identifies the program with the smallest non-zero funding and gives the exact amount of 739.4 тыс. сом.,0,0,0,retrieval_miss_model_right,8000,28942
deepseek-v3.2-thinking,en,en_statements_8000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),The most commonly used unit of measurement for performance indicators in the 2026 budget is percentage (%).,3,"The model correctly identifies the unit as percentage (%), matching the reference answer.",0,0,0,retrieval_miss_model_right,8000,31899
deepseek-v3.2-thinking,en,en_statements_8000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10","16.9 billion som (or 16,881,928.1 thousand som).",3,"The model provides the same value (≈16.9 billion som) matching the reference figure, with acceptable rounding.",1,0,1,retrieval_hit_model_right,8000,29453
deepseek-v3.2-thinking,en,en_statements_8000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,19,"The context does not specify the number of budget programs allocated to each ministry/agency. Therefore, it is not possible to determine how many have exactly one budget program.",0,"The model says the number cannot be determined, contradicting the correct answer of 19.",1,1,0,retrieval_hit_model_wrong,8000,31839
deepseek-v3.2-thinking,en,en_statements_8000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,"Three programs show funding growth of more than 10% between 2026 and 2027:
- Program 43/001 (25.5% increase)
- Program 80/001 (133.6% increase)
- Program 41/413 (34.1% increase)",2,The model identified the correct type of entity (program count) but gave the wrong number (3 instead of 9).,1,1,0,retrieval_hit_model_right,8000,26917
deepseek-v3.2-thinking,en,en_statements_8000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,50,24,2,The model identified the correct type of information (a count of rows) but gave an incorrect number (24 instead of 50).,1,1,0,retrieval_hit_model_right,8000,31901
deepseek-v3.2-thinking,en,en_statements_8000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of  593,028,014.9)","The context does not provide the total 2026 program budget figure, so the share for the Ministry of Finance (General State Expenditures) cannot be calculated.",0,"The model says the share cannot be calculated, but the reference provides a specific 56% share, so the answer is incorrect.",0,0,0,retrieval_miss_model_wrong,8000,29800
deepseek-v3.2-thinking,en,en_statements_8000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4","""Повышение социальных выплат"" receives 76.5 billion som in 2026.",3,The model correctly identifies the measure and provides the matching funding amount (rounded),0,0,0,retrieval_miss_model_right,8000,29348
deepseek-v3.2-thinking,en,en_statements_8000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа ""Управление и администрирование"" (code 001) under the Ministry of Emergency Situations receives 184,945.8 thousand som in 2026, which is the highest funding amount indicated for its programs.",0,"The model gave a different program and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,8000,31609
deepseek-v3.2-thinking,en,en_statements_8000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 programs and 342 measures,The context does not contain enough information to determine the total number of budget programs and budget measures in the 2026 program-based budget.,0,"The model claims insufficient information, but the reference provides the exact numbers, so the answer is incorrect.",0,0,0,retrieval_miss_model_wrong,8000,29254
deepseek-v3.2-thinking,en,en_statements_8000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (МинФин); 2) Реализация проектов государственных инвестиций (Минводресурсов) 3) Государственная поддержка и развитие ирригации (Минводресурсов),"The context does not contain enough information to determine the absolute funding decreases, as it primarily provides percentage changes and only a few specific program amounts. The absolute decrease cannot be calculated without the 2026 funding figures for the programs with the largest percentage decreases.",0,"The model answer does not provide the required programs and states insufficient information, contrary to the reference answer.",0,0,0,retrieval_miss_model_wrong,8000,31914
deepseek-v3.2-thinking,en,en_statements_16000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The context does not contain information about the funding for a specific 'School Education' program under the Ministry of Education (Министерство просвещения).,0,"The model claims no information is available, whereas the reference provides a specific funding amount, so the answer is incorrect.",1,0,1,retrieval_hit_model_wrong,16000,32265
deepseek-v3.2-thinking,en,en_statements_16000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,"The Ministry of Health (code 37) has six budget programs mentioned in the context: codes 001, 372, 373, 374, 375, and 376.",2,Correct entity (Ministry of Health) but gives wrong number of programs (six vs eight).,1,1,0,retrieval_hit_model_right,16000,44203
deepseek-v3.2-thinking,en,en_statements_16000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Based solely on the provided context, the largest funding allocation mentioned for a specific program in the 2026 budget is 42.4 billion som for the program 'Школьное образование' under 'Министерство просвещения Кыргызской Республики'.",0,"Model answer cites a different program and amount, not matching the reference's 'Общегосударственные программы' with 164,663,857.2 тыс. сом.",0,0,0,retrieval_miss_model_wrong,16000,28496
deepseek-v3.2-thinking,en,en_statements_16000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,88,"Based solely on the provided context, the total number of ministries and agencies represented is 70.

The count is derived from the list of entities explicitly stated to have allocations or budget programs in the 2026 program-based budget, each with a unique GRBS code (11 through 88).",2,The model identified the correct concept (total ministries and agencies) but gave an incorrect number (70 vs. the correct 88).,1,1,0,retrieval_hit_model_right,16000,29451
deepseek-v3.2-thinking,en,en_statements_16000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som.,3,"The model correctly approximates the reference value (1,127,306.9 thousand som ≈ 1.1 billion som).",1,0,1,retrieval_hit_model_right,16000,27738
deepseek-v3.2-thinking,en,en_statements_16000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","56,424,894.1 thousand som.",3,"The model provides the same total funding value, matching the reference answer (minor rounding acceptable).",0,0,0,retrieval_miss_model_right,16000,32711
deepseek-v3.2-thinking,en,en_statements_16000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.2 млрд сом (593,152,147.3 тыс. сом)",The context does not contain the total budget across all program-level items for 2026.,0,The model answer fails to provide the required budget figure and incorrectly claims the information is missing.,0,0,0,retrieval_miss_model_wrong,16000,26064
deepseek-v3.2-thinking,en,en_statements_16000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения","Министерство просвещения Кыргызской Республики (code 34) receives more funding with 56,424,894.1 thousand som in 2026, compared to Министерство здравоохранения Кыргызской Республики (code 37) with 41,621,347.3 thousand som in 2026.",3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures.,0,0,0,retrieval_miss_model_right,16000,41486
deepseek-v3.2-thinking,en,en_statements_16000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The context does not contain information about the total program-level budget change from 2026 to 2027.,0,"The model claims no information is available, but the reference provides a specific answer (declines by 7.1%).",1,0,1,retrieval_hit_model_wrong,16000,26225
deepseek-v3.2-thinking,en,en_statements_16000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций' has the smallest non-zero funding in 2026 at 739.4 тыс. сом.,3,The model correctly identifies the program with the smallest non-zero funding and gives the exact amount of 739.4 тыс. сом.,0,0,0,retrieval_miss_model_right,16000,28942
deepseek-v3.2-thinking,en,en_statements_16000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),The most commonly used unit of measurement for performance indicators is percentage (%).,3,"The model correctly identifies the unit as percentage (%), matching the reference answer.",0,0,0,retrieval_miss_model_right,16000,34521
deepseek-v3.2-thinking,en,en_statements_16000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10",16.9 billion som.,3,"Model's rounded figure 16.9 billion som matches the reference value of 16,881,928.10 (≈16.88 billion som).",1,0,1,retrieval_hit_model_right,16000,29453
deepseek-v3.2-thinking,en,en_statements_16000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,19,The context does not contain enough information to determine how many ministries/agencies have exactly one budget program.,0,"The model claims insufficient information, but the reference provides a specific answer (19), so the response is incorrect.",1,1,0,retrieval_hit_model_wrong,16000,33104
deepseek-v3.2-thinking,en,en_statements_16000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,"Three programs show funding growth exceeding 10% between 2026 and 2027:

1. Program 43/001 'Управление и администрирование' (Министерство транспорта и коммуникаций Кыргызской Республики): Increase of approximately 25.51%.
2. Program 80/001 'Управление и администрирование' (Национальная академия наук Кыргызской Республики): Increase of approximately 133.6%.
3. Program 41/413 'Государственная поддержка и развитие растениеводства': Increase of approximately 34.12%.",0,The model gave the wrong number of programs (3 instead of the correct 9).,1,1,0,retrieval_hit_model_wrong,16000,26917
deepseek-v3.2-thinking,en,en_statements_16000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,50,27,0,"The model gave 27 instead of the correct number 50, so the answer is incorrect.",1,1,0,retrieval_hit_model_wrong,16000,34915
deepseek-v3.2-thinking,en,en_statements_16000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of  593,028,014.9)","The context does not provide the total 2026 program budget, so the share for the Ministry of Finance (General State Expenditures, code 26) cannot be calculated.",0,"The model answer claims the share cannot be calculated, whereas the reference provides a specific 56% share.",0,0,0,retrieval_miss_model_wrong,16000,29800
deepseek-v3.2-thinking,en,en_statements_16000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4","Бюджетная мера ""Повышение социальных выплат"" имеет наибольшее финансирование в 2026 году — 76.5 миллиардов сом.",2,Identifies the correct budget measure but gives an incorrect funding amount (misstates billions instead of the correct 76.5 million),1,0,1,retrieval_hit_model_right,16000,29348
deepseek-v3.2-thinking,en,en_statements_16000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Based solely on the provided context, the program under the Ministry of Emergency Situations (code 45) that receives the most 2026 funding is the program **'Государственные программы, мероприятия и выплаты'** through the budget measure **'Спецсчет МЧС КР'**, which receives 300.0 million som.

This is higher than the 184.9 million som allocated to its program 'Управление и администрирование'.",0,"The model answer gives a different program and incorrect funding amounts, not matching the reference answer.",1,0,1,retrieval_hit_model_wrong,16000,31609
deepseek-v3.2-thinking,en,en_statements_16000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 programs and 342 measures,The context does not contain enough information to determine the total number of budget programs and budget measures in the 2026 program-based budget.,0,"The model claims insufficient information, but the reference provides the exact numbers, so the answer is incorrect.",0,0,0,retrieval_miss_model_wrong,16000,29254
deepseek-v3.2-thinking,en,en_statements_16000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (МинФин); 2) Реализация проектов государственных инвестиций (Минводресурсов) 3) Государственная поддержка и развитие ирригации (Минводресурсов),"Based on the provided funding data for 2026 and 2027:
1. Program 22/001 'Управление и администрирование' (Министерство юстиции Кыргызской Республики): Decrease of 16,245.7 тыс. сом (from 282,746.0 to 266,500.3).
2. Program 21/001 'Управление и администрирование' (Министерство экономики и коммерции Кыргызской Республики): Decrease of 946.8 тыс. сом (from 115,861.1 to 114,914.3).
3. Program 46/001 'Управление и администрирование' (Центрально-Азиатский институт прикладных исследований Земли): Decrease of 65.9 тыс. сом (from 6,239.5 to 6,173.6).",0,The model answer lists unrelated programs that do not match any of the three programs identified in the reference answer.,0,0,0,retrieval_miss_model_wrong,16000,33951
deepseek-v3.2-thinking,en,en_statements_full,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The context does not contain information about a program named 'School Education' or its funding under the Ministry of Education (Министерство просвещения).,0,"The model answer claims no information is available, contradicting the reference which provides a specific funding amount.",1,0,1,retrieval_hit_model_wrong,full,32265
deepseek-v3.2-thinking,en,en_statements_full,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,The Ministry of Health (code 37) has six budget programs listed in the context.,2,The answer correctly identifies the Ministry of Health but gives the wrong number of budget programs (six instead of eight).,1,1,0,retrieval_hit_model_right,full,44203
deepseek-v3.2-thinking,en,en_statements_full,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","The program with the largest funding allocation in the 2026 budget is 'Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)' with 332.1 billion som.",2,Identifies the correct program but provides an incorrect funding amount.,0,0,0,retrieval_miss_model_right,full,28496
deepseek-v3.2-thinking,en,en_statements_full,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,88,64,2,Correct entity (total ministries and agencies) but provides the wrong number (64 instead of 88).,1,1,0,retrieval_hit_model_right,full,29451
deepseek-v3.2-thinking,en,en_statements_full,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som.,3,"Model answer correctly rounds the reference value (1,127,306.9 thousand som ≈ 1.1 billion som) and provides the accurate total funding.",1,0,1,retrieval_hit_model_right,full,27738
deepseek-v3.2-thinking,en,en_statements_full,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","56,424,894.1 thousand som.",3,"The model provides the same total funding value, correctly matching the reference amount (minor rounding difference acceptable).",0,0,0,retrieval_miss_model_right,full,32711
deepseek-v3.2-thinking,en,en_statements_full,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.2 млрд сом (593,152,147.3 тыс. сом)",The context does not contain the total budget across all program-level items for 2026.,0,The model answer fails to provide the required budget figure and incorrectly claims the information is missing.,0,0,0,retrieval_miss_model_wrong,full,26064
deepseek-v3.2-thinking,en,en_statements_full,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения","Министерство просвещения (code 34) receives more funding with 56,424,894.1 thousand som in 2026, compared to Министерство здравоохранения (code 37) with 41,621,347.3 thousand som.",3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures.,0,0,0,retrieval_miss_model_right,full,41486
deepseek-v3.2-thinking,en,en_statements_full,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The context does not contain information about the total program-level budget change between 2026 and 2027.,0,"Model claims no information while reference provides a specific decline of 7.1%, so answer is incorrect.",1,0,1,retrieval_hit_model_wrong,full,26225
deepseek-v3.2-thinking,en,en_statements_full,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций' has the smallest non-zero funding in 2026: 739.4 тыс. сом.,3,The answer correctly identifies the program with the smallest non-zero funding and provides the exact amount of 739.4 тыс. сом.,0,0,0,retrieval_miss_model_right,full,28942
deepseek-v3.2-thinking,en,en_statements_full,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),The most commonly used unit of measurement for performance indicators is percentage (%).,3,"The model correctly identifies the unit as percentage (%), matching the reference answer.",0,0,0,retrieval_miss_model_right,full,34521
deepseek-v3.2-thinking,en,en_statements_full,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10","16.9 billion som (or 16,881,928.1 thousand som).",3,"The model provides the same value (≈16.9 billion som) matching the reference figure, with acceptable rounding.",1,0,1,retrieval_hit_model_right,full,29453
deepseek-v3.2-thinking,en,en_statements_full,13,hard,filter,How many ministries/agencies have exactly one budget program?,19,"The context does not specify the number of budget programs allocated to each ministry/agency. Therefore, it is not possible to determine how many have exactly one budget program.",0,"The model says the information is unavailable, contradicting the reference answer of 19.",1,1,0,retrieval_hit_model_wrong,full,33104
deepseek-v3.2-thinking,en,en_statements_full,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,3,2,"Model provided a numeric answer (3) but the correct number is 9, so the entity is right but the value is wrong.",1,1,0,retrieval_hit_model_right,full,26917
deepseek-v3.2-thinking,en,en_statements_full,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,50,28,0,"The model gave 28 instead of the correct number 50, so the answer is incorrect.",1,1,0,retrieval_hit_model_wrong,full,34915
deepseek-v3.2-thinking,en,en_statements_full,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of  593,028,014.9)","The context does not contain the total 2026 program budget figure, so the share for the Ministry of Finance (General State Expenditures) cannot be calculated.",0,"The model answer incorrectly claims the share cannot be calculated, whereas the reference provides a specific share of 56%.",0,0,0,retrieval_miss_model_wrong,full,29800
deepseek-v3.2-thinking,en,en_statements_full,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4","Бюджетное мероприятие ""Повышение социальных выплат"" имеет наибольшее финансирование в 2026 году — 76.5 миллиардов сом.",3,The model correctly identifies 'Повышение социальных выплат' as the largest measure and gives a matching amount (rounded to 76.5 billion som).,1,0,1,retrieval_hit_model_right,full,29348
deepseek-v3.2-thinking,en,en_statements_full,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","The program ""Управление и администрирование"" (code 001) under the Ministry of Emergency Situations (code 45) receives 184,945.8 thousand som in 2026, which is the highest funding allocation for a program under that ministry.",0,"The model answer names a different program and amount, not matching the reference's highest-funded program.",1,0,1,retrieval_hit_model_wrong,full,31609
deepseek-v3.2-thinking,en,en_statements_full,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 programs and 342 measures,The context does not specify the total number of budget programs and budget measures in the 2026 program-based budget.,0,"The model answer claims the information is unspecified, which is incorrect compared to the reference answer.",0,0,0,retrieval_miss_model_wrong,full,29254
deepseek-v3.2-thinking,en,en_statements_full,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (МинФин); 2) Реализация проектов государственных инвестиций (Минводресурсов) 3) Государственная поддержка и развитие ирригации (Минводресурсов),"Based on the provided funding data:
1. Program 22/001 'Управление и администрирование' (Министерство юстиции Кыргызской Республики): decrease of 16,245.7 тыс. сом (from 282,746.0 in 2026 to 266,500.3 in 2027).
2. Program 21/001 'Управление и администрирование' (Генеральная прокуратура Кыргызской Республики): decrease of 946.8 тыс. сом (from 115,861.1 in 2026 to 114,914.3 in 2027).
3. Program 46/001 'Управление и администрирование' (Военная прокуратура Кыргызской Республики): decrease of 65.9 тыс. сом (from 6,239.5 in 2026 to 6,173.6 in 2027).",0,The model answer lists different programs than the reference and does not match the correct top three decreasing programs.,0,0,0,retrieval_miss_model_wrong,full,33951
mistral-small-4,en,en_statements_2000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",Insufficient information.,0,"The model did not provide the required funding figure, giving an insufficient information response.",0,0,0,retrieval_miss_model_wrong,2000,7863
mistral-small-4,en,en_statements_2000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,The context does not provide the number of budget programs allocated to the Ministry of Health (code 37).,0,"The model answer states the information is unavailable, contradicting the reference answer of 8.",0,0,0,retrieval_miss_model_wrong,2000,7969
mistral-small-4,en,en_statements_2000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом",Министерство просвещения Кыргызской Республики — 56.4 billion som.,0,"The model gave a different program and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,2000,7895
mistral-small-4,en,en_statements_2000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,88,37,0,"The model gave 37, but the correct total is 88, so the answer is incorrect.",1,1,0,retrieval_hit_model_wrong,2000,7965
mistral-small-4,en,en_statements_2000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som,3,"The model correctly approximates the reference value of 1,127,306.9 thousand som as about 1.1 billion som.",1,0,1,retrieval_hit_model_right,2000,7967
mistral-small-4,en,en_statements_2000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом",56.4 billion som.,3,"The model correctly gives the total funding as 56.4 billion som, matching the reference value (56,424,894.11 тыс. сом) with acceptable rounding.",0,0,0,retrieval_miss_model_right,2000,7916
mistral-small-4,en,en_statements_2000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.2 млрд сом (593,152,147.3 тыс. сом)",The context does not provide the total budget across all program-level items for 2026.,0,"The model claims the information is unavailable, whereas the reference provides a specific total budget value.",0,0,0,retrieval_miss_model_wrong,2000,7955
mistral-small-4,en,en_statements_2000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3  тыс. сом у здравоохранения",Not enough information.,0,"The model says there is not enough information, but the reference provides the funding amounts showing Ministry of Education receives more.",0,0,0,retrieval_miss_model_wrong,2000,7816
mistral-small-4,en,en_statements_2000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The total program-level budget shrinks by **7.7%** between 2026 and 2027.,2,Correct direction of change but incorrect percentage value.,0,0,0,retrieval_miss_model_right,2000,7962
mistral-small-4,en,en_statements_2000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Program 16/166 'Управление и общая координация развития сельскохозяйственной отрасли' with 3,392.5 тыс. сом.",0,"The model gave a different program and amount, not matching the reference's smallest non-zero funding.",0,0,0,retrieval_miss_model_wrong,2000,7994
mistral-small-4,en,en_statements_2000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),Percentage (%).,3,"The model correctly identifies the unit as Percentage (%), matching the reference answer.",0,0,0,retrieval_miss_model_right,2000,7908
mistral-small-4,en,en_statements_2000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10",16.9 billion som,0,"The model gave 16.9 billion som, which does not match the reference value of 16,881,928.10 som.",1,0,1,retrieval_hit_model_wrong,2000,7985
mistral-small-4,en,en_statements_2000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,19,Cannot be determined from the provided context.,0,The model did not provide the correct number (19) and claimed it could not be determined.,1,1,0,retrieval_hit_model_wrong,2000,7969
mistral-small-4,en,en_statements_2000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,3,0,"The model gave 3, but the correct number is 9, so the answer is incorrect.",0,0,0,retrieval_miss_model_wrong,2000,7912
mistral-small-4,en,en_statements_2000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,50,11,0,"The model gave 11, but the correct number is 50, so the answer is incorrect.",0,0,0,retrieval_miss_model_wrong,2000,7876
mistral-small-4,en,en_statements_2000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of  593,028,014.9)","The context does not provide the total 2026 program budget or the specific budget allocation for the Ministry of Finance (General State Expenditures, code 26). Therefore, the share cannot be determined.",0,"The model says the share cannot be determined, but the reference provides a specific 56% share, so the answer is incorrect.",0,0,0,retrieval_miss_model_wrong,2000,7883
mistral-small-4,en,en_statements_2000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4",'Государственный долг' with 38.0 billion som.,0,"The model gave a different measure and amount, not matching the reference answer.",0,0,0,retrieval_miss_model_wrong,2000,7899
mistral-small-4,en,en_statements_2000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом",Not enough information.,0,"The model answer says there is not enough information, but the reference provides a specific program and amount, so the answer is incorrect.",0,0,0,retrieval_miss_model_wrong,2000,7942
mistral-small-4,en,en_statements_2000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 programs and 342 measures,The context does not provide information on the total number of budget programs and measures in the 2026 program-based budget.,0,"The model claims no information is available, which is incorrect as the reference provides the numbers.",0,0,0,retrieval_miss_model_wrong,2000,7849
mistral-small-4,en,en_statements_2000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (МинФин); 2) Реализация проектов государственных инвестиций (Минводресурсов) 3) Государственная поддержка и развитие ирригации (Минводресурсов),"1. Цифровизация сельского хозяйства (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности) – 85.2%
2. Управление и администрирование (Министерство цифрового развития и инновационных технологий) – 61.3%
3. Координирование, создание программ ТВ и РВ (Телерадиовещательные компании) – 35.8%",0,The model answer lists unrelated programs and does not match any of the three programs identified in the reference answer.,0,0,0,retrieval_miss_model_wrong,2000,7934
mistral-small-4,en,en_statements_8000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The context does not provide specific information about a 'School Education' program under the Ministry of Education.,0,The model answer does not provide the required funding figure and incorrectly claims the information is unavailable.,1,0,1,retrieval_hit_model_wrong,8000,31934
mistral-small-4,en,en_statements_8000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,2,2,The answer references the correct entity (Ministry of Health) but provides an incorrect number of programs.,1,1,0,retrieval_hit_model_right,8000,31923
