model,language,context,question_id,difficulty,category,question,question_en,question_ru,reference_answer,model_answer,token_budget,context_chars,judge_score,judge_reasoning
deepseek-v3.2,ru,ru_structured_16000tok,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,0,16000,29459,0,"The model answered 0, which does not match the correct value of 9."
deepseek-v3.2,ru,ru_structured_16000tok,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,16,16000,63869,2,Provided a numeric answer for the correct metric but the number (16) does not match the reference (57).
deepseek-v3.2,ru,ru_structured_16000tok,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","В контексте нет информации об общем бюджете программ на 2026 год, поэтому рассчитать долю невозможно.",16000,9826,0,"The model claims insufficient information and does not provide the correct 56% share, which is directly given in the reference."
deepseek-v3.2,ru,ru_structured_16000tok,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4","Мера «Обеспечение базовой части пенсии» (код 01) в рамках программы 262 Министерства финансов, с финансированием 33,574,380.8 тыс. сомов.",16000,20024,0,"The model gave a different measure and amount, not matching the reference answer."
deepseek-v3.2,ru,ru_structured_16000tok,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа 455 «Управление материальными ценностями государственного резерва» — 4,522,247.8 тыс. сомов.",16000,4495,3,"The answer correctly identifies the program and provides the exact funding amount, matching the reference."
deepseek-v3.2,ru,ru_structured_16000tok,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,"В предоставленном контексте содержится информация о **48** бюджетных программах и **108** бюджетных мерах.

**Ход решения:**
1.  **Фильтрация программ:** Из столбца `level` были отобраны все строки со значением `program`.
2.  **Подсчет программ:** Количество отфильтрованных строк (программ) = 48.
3.  **Фильтрация мер:** Из столбца `level` были отобраны все строки со значением `measure`.
4.  **Подсчет мер:** Количество отфильтрованных строк (мер) = 108.",16000,63869,0,"The model gave 48 programs and 108 measures, which do not match the reference values of 168 programs and 393 measures."
deepseek-v3.2,ru,ru_structured_16000tok,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,"1) Общегосударственные программы (Министерство финансов); 2)Реализация проектов государственных инвестиций (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности); 3) Государственная поддержка и развитие ирригации (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности)","Вот топ-3 программы с наибольшим абсолютным сокращением финансирования между 2026 и 2027 годами:

**1. Программа 263 «Общегосударственные программы» (Министерство финансов, код 26)**
*   Финансирование 2026: 164,663,857.2 тыс. сомов
*   Финансирование 2027: 112,194,631.2 тыс. сомов
*   Сокращение: 52,469,226.0 тыс. сомов

**2. Программа 414 «Государственная поддержка и развитие ирригации» (Министерство водных ресурсов, сельского хозяйства, код 41)**
*   Финансирование 2026: 5,039,751.9 тыс. сомов
*   Финансирование 2027: 3,774,682.8 тыс. сомов
*   Сокращение: 1,265,069.1 тыс. сомов

**3. Программа 254 «Администрирование государственных доходов» (Министерство финансов, код 25)**
*   Финансирование 2026: 10,614,609.5 тыс. сомов
*   Финансирование 2027: 9,479,566.8 тыс. сомов
*   Сокращение: 1,135,042.7 тыс. сомов",16000,63869,2,"Model answer includes two of the three correct programs but replaces the second listed program with an incorrect one, so it is only partially correct."
deepseek-v3.2,ru,ru_statements_full,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом","42,380,106.4 тыс. сом",full,57818,3,"The model answer exactly matches the reference value, providing the correct financing amount."
deepseek-v3.2,ru,ru_statements_full,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,"На основе предоставленного контекста, Министерство здравоохранения Кыргызской Республики имеет 7 бюджетных программ:

1.  Управление и администрирование (код 001)
2.  Программа «Общественное здравоохранение» (код 372)
3.  Программа «Организация предоставления услуг здравоохранения» (код 373)
4.  Программа «Медицинское образование и управление человеческими ресурсами в здравоохранении» (код 374)
5.  Предоставление услуг первично-медико санитарной помощи (код 375)
6.  Предоставление услуг медицинскими учреждениями на стационарном уровне (код 376)
7.  Обеспечение доступа к льготному гемодиализному лечению (код 377)",full,57374,2,The answer addresses the correct entity (Ministry of Health) but gives the wrong number of budgetary programs (7 instead of 8).
deepseek-v3.2,ru,ru_statements_full,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа «Общегосударственные программы» (код 263) ведомства «Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)» имеет наибольшее финансирование в 2026 году — 164,663,857.2 тыс. сом.",full,63646,3,The model correctly identifies the program and provides the exact funding amount matching the reference.
deepseek-v3.2,ru,ru_statements_full,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,В контексте перечислено 55 министерств и ведомств.,full,52999,2,The model mentions ministries and agencies (correct entity) but gives the wrong count (55 instead of 60).
deepseek-v3.2,ru,ru_statements_full,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","1,127,306.9 тыс. сом",full,60163,3,"The model answer exactly matches the reference value, providing the correct financing amount."
deepseek-v3.2,ru,ru_statements_full,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом","56,424,894.1 тыс. сом",full,56259,3,"The model provides the same funding amount, differing only by rounding, which is acceptable."
deepseek-v3.2,ru,ru_statements_full,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","В предоставленном контексте указаны бюджеты на уровне программ для следующих ведомств и программ на 2026 год:

- Телерадиовещательные компании Кыргызской Республики, программа «Координирование, создание программ ТВ и РВ»: 1,244,130.4 тыс. сом
- Фонды Президента и Кабинета Министров Кыргызской Республики, программа «Фонд Президента и Резерный фонд Кабинета Министров»: 2,030,000.0 тыс. сом
- Министерство здравоохранения Кыргызской Республики, программа «Предоставление услуг медицинскими учреждениями на стационарном уровне»: 15,638,295.2 тыс. сом
- Государственное агентство по защите персональных данных при Кабинете Министров Кыргызской Республики, программа «Реализация программ дополнительного образования граждан по вопросам защиты персональных данных, информационной безопасности, цифровой гигиены, цифровых навыков»: 16,853.2 тыс. сом
- Министерство чрезвычайных ситуаций Кыргызской Республики, программа «Общегосударственные программы»: 0 тыс. сом
- Верховный суд Кыргызской Республики, программа «Управление и администрирование»: 406,745.3 тыс. сом
- Национальная академия наук Кыргызской Республики, программа «Развитие гуманитарных исследований»: 96,094.1 тыс. сом

В контексте недостаточно информации для расчета суммарного бюджета всех программ, так как приведены данные не по всем существующим программам.",full,54040,0,"The model did not provide the total budget (~593 billion som) and claimed insufficient information, thus failing to give the correct answer."
deepseek-v3.2,ru,ru_statements_full,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения Кыргызской Республики получает больше финансирования.  
Итого по ведомству «Министерство просвещения Кыргызской Республики» (код 34): 56,424,894.1 тыс. сом в 2026 году.  
Итого по ведомству «Министерство здравоохранения Кыргызской Республики» (код 37): 41,621,347.3 тыс. сом в 2026 году.",full,55313,3,The answer correctly identifies the Ministry of Education as receiving more funding and provides matching figures.
deepseek-v3.2,ru,ru_statements_full,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,"На основе предоставленного контекста невозможно ответить на вопрос, так как в нем отсутствуют данные об общем бюджете на уровне программ за 2026 и 2027 годы.",full,52847,0,"The model claims insufficient data, whereas the reference provides a specific answer (decline of 7.1%)."
deepseek-v3.2,ru,ru_statements_full,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Программа «Прогнозирование опасных природных процессов и явлений» ведомства «Министерство чрезвычайных ситуаций Кыргызской Республики» (код 45) с финансированием 0 тыс. сом в 2026 году не подходит, так как запрошено ненулевое финансирование.

Программа «Общегосударственные программы» (код 263) ведомства «Министерство чрезвычайных ситуаций Кыргызской Республики» имеет 0 тыс. сом в 2026 году.

Среди программ с ненулевым финансированием наименьшее значение — 6,239.5 тыс. сом у программы «Управление и администрирование» (код 001) ведомства «Центрально-Азиатский институт прикладных исследований Земли» (код 46).",full,62288,0,"The model gave a different program and amount, not matching the reference answer."
deepseek-v3.2,ru,ru_statements_full,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),%,full,35815,3,"Model answer correctly provides the most common unit of measurement, percentage, matching the reference."
deepseek-v3.2,ru,ru_statements_full,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","16,881,928.1 тыс. сом",full,58384,3,"The model provides the exact same funding amount, differing only in decimal formatting, which is acceptable."
deepseek-v3.2,ru,ru_statements_full,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,"В предоставленном контексте нет информации об общем количестве бюджетных программ у каждого министерства/ведомства, поэтому невозможно определить, сколько из них имеют ровно одну программу.",full,47533,0,"The model answer states insufficient information, whereas the reference provides the correct number (22)."
deepseek-v3.2,ru,ru_statements_full,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,"На основе предоставленного контекста, ни одна программа не демонстрирует рост финансирования более чем на 10% между 2026 и 2027 годами. 

В контексте приведены данные по финансированию программ, но отсутствуют расчеты процентного изменения. Для точного ответа необходимо вычислить изменение для каждой программы, однако в предоставленных данных нет информации, позволяющей однозначно утверждать о наличии такого роста.",full,65047,0,"The model answered that no programs show >10% growth, contradicting the correct answer of 9."
deepseek-v3.2,ru,ru_statements_full,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,"В предоставленном контексте содержится 16 строк с показателями результативности, единица измерения которых указана как «чел.».",full,35674,2,The model addresses the correct entity (number of rows) but provides an incorrect value (16 instead of 57).
deepseek-v3.2,ru,ru_statements_full,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","В предоставленном контексте указан итог по ведомству «Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)» (код 26) на 2026 год: 332,149,236.1 тыс. сом.

Однако общая сумма бюджета всех программ на 2026 год в контексте отсутствует, поэтому рассчитать долю невозможно.",full,58441,0,"The model did not provide the required share percentage (56%) and claimed insufficient data, so it fails to answer the question."
deepseek-v3.2,ru,ru_statements_full,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4","Бюджетная мера «Повышение социальных выплат» (код меры 03) имеет наибольшее финансирование в 2026 году — 76,517,019.4 тыс. сом.",full,68739,3,The answer correctly identifies the measure and provides the exact funding amount matching the reference.
deepseek-v3.2,ru,ru_statements_full,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа «Предупреждение и ликвидация чрезвычайных ситуаций» (код 453) — 3,803,591.2 тыс. сом.",full,62112,0,"The model gave a different program and amount, not matching the reference answer."
deepseek-v3.2,ru,ru_statements_full,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,В предоставленном контексте нет информации об общем количестве бюджетных программ и бюджетных мер в бюджете 2026 года.,full,50394,0,"The model claims no information is available, which is incorrect compared to the reference answer."
deepseek-v3.2,ru,ru_statements_full,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,"1) Общегосударственные программы (Министерство финансов); 2)Реализация проектов государственных инвестиций (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности); 3) Государственная поддержка и развитие ирригации (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности)","На основе предоставленных данных, топ-3 программы по наибольшему абсолютному сокращению финансирования между 2026 и 2027 годами:

1.  **Программа «Администрирование государственных доходов»** ведомства «Министерство финансов Кыргызской Республики» (код 254): сокращение на **1,135,042.7 тыс. сом** (с 10,614,609.5 до 9,479,566.8).
2.  **Программа «Планирование, обеспечение, по экономическому, социальному прогнозированию и инвестиций внешних связей в сфере развития сельского хозяйства, также формирования и мониторинга финансовых ресурсов, бухгалтерских учетов, отчетностейи контроля»** ведомства «Верховный суд Кыргызской Республики» (код 167): сокращение на **734,267.1 тыс. сом** (с 3,787,470.5 до 3,053,203.4).
3.  **Программа «Управление и администрирование»** ведомства «Министерство цифрового развития и инновационных технологий Кыргызской Республики» (код 001): сокращение на **298,987.8 тыс. сом** (с 487,435.1 до 188,447.3).",full,64852,0,The answer lists different programs that do not match any of the three programs identified in the reference answer.
deepseek-v3.2,ru,ru_markdown_full,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом",42380106.4 тыс. сом,full,104672,3,"The model provides the exact same numeric value (42,380,106.4 thousand som) as the reference, just without commas, which is correct."
deepseek-v3.2,ru,ru_markdown_full,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,8,full,104672,3,"The model correctly states the number of budget programs as 8, matching the reference answer."
deepseek-v3.2,ru,ru_markdown_full,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа «Общегосударственные программы» Министерства финансов Кыргызской Республики — 164 663 857,2 тыс. сом.",full,104672,3,The model correctly identifies the program and provides the exact same funding amount as the reference.
deepseek-v3.2,ru,ru_markdown_full,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,"В предоставленном контексте перечислены следующие министерства и ведомства (всего 54):

1.  Жогорку Кенеш Кыргызской Республики
2.  Администрация Президента Кыргызской Респ
3.  Архив Президента Кыргызской Республики
4.  Фонды Президента и Кабинета Министров Кы
5.  Управление делами Президента Кыргызской
6.  Верховный суд Кыргызской Республики
7.  Счетная палата Кыргызской Республики
8.  Центральная комиссия по выборам и провед
9.  Генеральная прокуратура Кыргызской Респу
10. Военная прокуратура Кыргызской Республик
11. Омбудсмен (Акыйкатчы) Кыргызской Респуб
12. Министерство юстиции Кыргызской Республи
13. Министерство иностранных дел Кыргызской
14. Резервные и другие фонды территорий
15. Министерство финансов Кыргызской Республ
16. Конституционный суд Кыргызской Республик
17. Министерство экономики и коммерции Кыргы
18. Министерство науки, высшего образования
19. Министерство просвещения Кыргызской Респ
20. Министерство здравоохранения Кыргызской
21. Министерство труда, социального обеспече
22. Академия государственного управления при
23. Общественное объединение «Республикански
24. Министерство водных ресурсов, сельского
25. Государственное агентство гражданской ав
26. Министерство транспорта и коммуникаций К
27. Министерство культуры, информации и мол
28. Министерство чрезвычайных ситуаций Кыргы
29. Центрально-Азиатский институт прикладных
30. Государственное агенство физической куль
31. Государственная служба испонения наказан
32. Общественное объединение «Кыргызское общ
33. Национальная комиссия по государственном
34. Государственное агентство по земельным р
35. Государственное агентство по регистрации
36. Государственное агентство по управлению
37. Государственное учреждение «Фонд зеленой
38. Министерство энергетики Кыргызской Респу
39. Государственное агентство по контролю за
40. Национальное агентство по инвестициям пр
41. Государственное агентство по защите перс
42. Государственное агентство по делам госуд
43. Министерство строительства, архитектуры
44. Национальное агентство по делам религий
45. Министерство природных ресурсов, экологи
46. Секретариат Национальной комиссии Кыргыз
47. Министерство цифрового развития и иннова
48. Национальный институт стратегических ини
49. Национальный статистический комитет Кырг
50. Секретариат Совета безопасности Кыргызск
51. Национальная академия наук Кыргызской Ре
52. Государственное учреждение «Клиническая
53. Национальный центр Кыргызской Республики
54. Секретариат Народного Курултая
55. Редакции журналов и газет
56. Телерадиовещательные компании Кыргызской
57. Государственное учреждение «Дирекция по
58. Центр перевода Кабинета Министров Кыргыз
59. Государственное учреждение «Национальная

Всего в контексте представлено 59 министерств и ведомств.",full,104672,0,"The model gave 54/59 ministries, not the correct total of 60."
deepseek-v3.2,ru,ru_markdown_full,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","1 127 306,9 тыс. сомов.",full,104672,3,"The model provides the exact same funding amount, matching the reference answer."
deepseek-v3.2,ru,ru_markdown_full,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом","Общий объем финансирования всех программ Министерства просвещения на 2026 год составляет 55 322 714,1 тыс. сом.",full,104672,2,"The answer references the correct entity (total funding of all Ministry of Education programs for 2026) but provides an incorrect amount, differing from the reference value."
deepseek-v3.2,ru,ru_markdown_full,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","Суммарный бюджет всех программ на уровне программ на 2026 год составляет 310 500 201,2 тыс. сом.",full,104672,2,Provides the correct entity but the amount (310.5 bn som) does not match the reference value (~593 bn som).
deepseek-v3.2,ru,ru_markdown_full,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения получает больше финансирования.  
- Министерство просвещения: 55 420 713,7 тыс. сомов (сумма по всем программам и мерам, исключая ""Реализация проектов государственных инвестиций"", которая составляет 1 012 180,0 тыс. сомов).  
- Министерство здравоохранения: 42 201 164,1 тыс. сомов (сумма по всем программам и мерам, исключая ""Реализация проектов государственных инвестиций"", которая составляет 2 588 023,2 тыс. сомов).",full,104672,3,"Correctly identifies Ministry of Education as receiving more funding, matching the reference answer's key fact."
deepseek-v3.2,ru,ru_markdown_full,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,"Общий бюджет на уровне программ в 2026 году составляет 299 999 000,0 тыс. сомов (сумма всех строк уровня ""program""), в 2027 году — 299 999 000,0 тыс. сомов. Бюджет не изменяется, изменение составляет 0%.",full,104672,0,"Model answer states no change (0%) whereas reference indicates a 7.1% decline, so the answer is incorrect."
deepseek-v3.2,ru,ru_markdown_full,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Программа «Внесение предложений по защите материальных и социальных пра...» общественного объединения «Республикански...» с финансированием 739.4 тыс. сом.,full,104672,3,The model correctly identifies the program and its financing amount matching the reference.
deepseek-v3.2,ru,ru_markdown_full,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),"На основе предоставленного контекста невозможно точно определить, какая единица измерения индикаторов результативности используется чаще всего, так как индикаторы представлены в виде текстовых описаний без унифицированной единицы измерения.",full,104672,0,"The model answer states it cannot determine the unit, whereas the correct answer is 'Процент (%)'."
deepseek-v3.2,ru,ru_markdown_full,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","Общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год составляет 11 876 688,1 тыс. сом.",full,104672,2,"Correct entity but the financing amount given (11,876,688.1 тыс. сом) does not match the reference value (16,881,928.10 тыс. сом)."
deepseek-v3.2,ru,ru_markdown_full,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,"На основе предоставленного контекста, ровно одну бюджетную программу имеют 20 министерств/ведомств.",full,104672,2,The model identified the correct entity (ministries/vedomstv) but gave an incorrect number (20 instead of the correct 22).
deepseek-v3.2,ru,ru_markdown_full,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,"На основе предоставленных данных, ни одна программа не демонстрирует рост финансирования более чем на 10% между 2026 и 2027 годами.",full,104672,0,"Model answer states zero programs, contradicting the correct answer of 9."
