model,language,context,question_id,difficulty,category,question,question_en,question_ru,reference_answer,model_answer,raw_model_answer,token_budget,context_chars,judge_score,judge_reasoning
qwen3.5-122b,ru,ru_markdown_16000tok,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения Кыргызской Республики получает больше финансирования в 2026 году.

Суммарное финансирование программ Министерства просвещения (код 34) на 2026 год составляет **56,433,186.7** тыс. сом (сумма программ: 1,962,869.4 + 8,891,657.5 + 42,380,106.4 + 2,178,080.8 + 1,012,180.0).

Суммарное финансирование программ Министерства здравоохранения (код 37) на 2026 год составляет **42,062,513.5** тыс. сом (сумма программ: 321,933.8 + 2,170,534.1 + 6,305,318.8 + 962,011.6 + 11,104,430.6 + 15,638,295.2 + 2,530,800.0 + 2,588,023.2).",,16000,63878,3,"The model correctly states that the Ministry of Education receives more funding than the Ministry of Health, matching the key fact despite minor numeric differences."
qwen3.5-122b,ru,ru_markdown_16000tok,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,"На основе предоставленных данных невозможно рассчитать изменение общего бюджета на уровне программ между 2026 и 2027 годами в процентах, так как контекст содержит данные о финансировании только по конкретным строкам (программам и мерам), но не предоставляет итоговую сводную сумму («общий бюджет») для всех программ за указанные годы.

Однако, если просуммировать значения столбца `funding_2026` и `funding_2027` для всех строк с уровнем `program` из предоставленной таблицы:
*   Сумма финансирования программ в 2026 году: **318 954 774,9** тыс. сом.
*   Сумма финансирования программ в 2027 году: **270 524 790,7** тыс. сом.

Бюджет сокращается.
Снижение составляет: ((270 524 790,7 - 318 954 774,9) / 318 954 774,9) * 100% ≈ **-15,18%**.

*(Примечание: Расчет произведен исключительно на основе видимых строк уровня ""program"" в предоставленном фрагменте данных. Если в полном Приложении 14 есть дополнительные программы, не вошедшие в этот текст, точный процент изменится).*",,16000,63878,2,Model correctly states the budget declines but gives an incorrect percentage (15.18% vs 7.1%).
qwen3.5-122b,ru,ru_markdown_16000tok,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Программа с наименьшим ненулевым финансированием в 2026 году:
*   **Название:** Управление и администрирование
*   **Министерство:** Верховный суд Кыргызской Республики (код программы 166) — нет, это программа 166 ""Управление и общая координация развития сельскохоз"" с финансированием 3,392.5.
*   Проверим еще раз все значения в столбце `funding_2026` для уровня `program`:
    *   1,047,143.9 (Жогорку Кенеш, 001)
    *   80,163.0 (Жогорку Кенеш, 113)
    *   669,719.2 (Администрация Президента, 122)
    *   18,086.2 (Архив Президента, 001)
    *   2,030,000.0 (Фонды Президента, 142)
    *   2,837,368.8 (Управление делами Президента, 152)
    *   805,338.5 (Управление делами Президента, 153)
    *   116,882.7 (Управление делами Президента, 154)
    *   3,297,739.7 (Управление делами Президента, 155)
    *   406,745.3 (Верховный суд, 001)
    *   290,900.9 (Верховный суд, 162)
    *   **3,392.5** (Верховный суд, 166 - ""Управление и общая координация развития сельскохоз"")
    *   3,787,470.5 (Верховный суд, 167)
    *   165,033.1 (Счетная палата, 001)
    *   561,208.7 (Счетная палата, 172)
    *   174,569.0 (ЦКВ, 001)
    *   59,137.4 (ЦКВ, 182)
    *   15,000.0 (ЦКВ, 183)
    *   666,610.0 (Генпрокуратура, 001)
    *   365,908.9 (Генпрокуратура, 192)
    *   248,904.5 (Генпрокуратура, 193)
    *   68,715.5 (Генпрокуратура, 194)
    *   152,559.6 (Военная прокуратура, 001)
    *   115,861.1 (Омбудсмен, 001)
    *   282,746.0 (Минюст, 001)
    *   176,690.6 (Минюст, 222)
    *   191,314.8 (Минюст, 223)
    *   272,664.0 (Минюст, 224)
    *   181,071.6 (Минюст, 225)
    *   245,999.5 (Минюст, 229)
    *   2,287,244.9 (МИД, 001)
    *   2,408,549.4 (МИД, 232)
    *   44,684.4 (МИД, 233)
    *   5,159,304.8 (Резервные фонды, 242)
    *   2,077,532.3 (Минфин, 001)
    *   332,704.9 (Минфин, 253)
    *   10,614,609.5 (Минфин, 254)
    *   104,267.8 (Минфин, 255)
    *   2,418,048.5 (Минфин, 992)
    *   46,670,347.3 (Минфин, 262)
    *   164,663,857.2 (Минфин, 263)
    *   118,757,161.3 (Минфин, 264)
    *   2,057,870.4 (Минфин, 265)
    *   81,635.4 (Конституционный суд, 272)
    *   269,739.3 (МЭиК, 001)
    *   240,842.6 (МЭиК, 282)
    *   107,895.4 (МЭиК, 283)
    *   213,365.4 (МЭиК, 284)
    *   53,903.0 (МЭиК, 287)
    *   19,561.8 (МЭиК, 288)
    *   4,345,551.3 (МЭиК, 992)
    *   737,759.3 (МНВО, 001)
    *   132,692.0 (МНВО, 312)
    *   19,428.6 (МНВО, 313)
    *   3,669,147.5 (МНВО, 314)
    *   244,173.0 (МНВО, 315)
    *   1,962,869.4 (МП, 001)
    *   8,891,657.5 (МП, 342)
    *   42,380,106.4 (МП, 343)
    *   2,178,080.8 (МП, 344)
    *   1,012,180.0 (МП, 992)
    *   321,933.8 (МЗ, 001)
    *   2,170,534.1 (МЗ, 372)
    *   6,305,318.8 (МЗ, 373)
    *   962,011.6 (МЗ, 374)
    *   11,104,430.6 (МЗ, 375)
    *   15,638,295.2 (МЗ, 376)
    *   2,530,800.0 (МЗ, 377)
    *   2,588,023.2 (МЗ, 992)
    *   1,567,378.5 (МТСЗ, 001)
    *   15,529,568.0 (МТСЗ, 382)
    *   3,099,750.4 (МТСЗ, 383)
    *   1,061,098.4 (МТСЗ, 384)
    *   2,013,985.2 (МТСЗ, 385)
    *   28,651.2 (МТСЗ, 386)
    *   521,560.0 (МТСЗ, 992)
    *   35,953.6 (АГУ, 001)
    *   36,155.1 (АГУ, 392)
    *   48,781.2 (АГУ, 393)
    *   739.4 (ОО «Республикански», 402)
    *   425,993.2 (МВРСХ, 001)
    *   1,294,075.7 (МВРСХ, 412)
    *   479,788.0 (МВРСХ, 413)
    *   5,039,751.9 (МВРСХ, 414)

Наименьшее значение: **739.4**.
Соответствующая программа: **«Внесение предложений по защите материальных и социальных прав граждан»** (код программы 402) в Общественном объединении «Республиканский совет инвалидов» (министр код 40).

Ответ: Программа «Внесение предложений по защите материальных и социальных прав граждан» (код 402) в Общественном объединении «Республиканский совет инвалидов» имеет наименьшее финансирование — **739.4** тыс. сомов.",,16000,63878,2,"The model gave the correct funding amount (739.4 тыс. сом) but misidentified the program name, stating ""граждан"" instead of the correct ""ветеранов""."
qwen3.5-122b,ru,ru_markdown_16000tok,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),Наиболее часто используемая единица измерения индикаторов результативности — «%» (процент).,,16000,63878,3,The model correctly identifies the most common unit as percent (%) matching the reference.
qwen3.5-122b,ru,ru_markdown_16000tok,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","В предоставленном контексте отсутствует информация о Министерстве транспорта и коммуникаций, поэтому определить объем финансирования его программ на 2026 год невозможно.",,16000,63878,0,"The model claims no information is available, whereas the reference provides a specific funding amount, so the answer is incorrect."
qwen3.5-122b,ru,ru_markdown_16000tok,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,"На основе предоставленных данных, следующие министерства/ведомства имеют ровно одну бюджетную программу:

1.  **Жогорку Кенеш Кыргызской Республики** (министерский код 11) — программы: 001, 113 (2 программы).
2.  **Администрация Президента Кыргызской Респ** (министерский код 12) — программа: 122 (1 программа).
3.  **Архив Президента Кыргызской Республики** (министерский код 13) — программа: 001 (1 программа).
4.  **Фонды Президента и Кабинета Министров Кы** (министерский код 14) — программа: 142 (1 программа).
5.  **Управление делами Президента Кыргызской** (министерский код 15) — программы: 152, 153, 154, 155 (4 программы).
6.  **Верховный суд Кыргызской Республики** (министерский код 16) — программы: 001, 162, 166, 167 (4 программы).
7.  **Счетная палата Кыргызской Республики** (министерский код 17) — программы: 001, 172 (2 программы).
8.  **Центральная комиссия по выборам и провед** (министерский код 18) — программы: 001, 182, 183 (3 программы).
9.  **Генеральная прокуратура Кыргызской Респу** (министерский код 19) — программы: 001, 192, 193, 194 (4 программы).
10. **Военная прокуратура Кыргызской Республик** (министерский код 20) — программа: 001 (1 программа).
11. **Омбудсмен (Акыйкатчы) Кыргызской Респуб** (министерский код 21) — программа: 001 (1 программа).
12. **Министерство юстиции Кыргызской Республи** (министерский код 22) — программы: 001, 222, 223, 224, 225, 229 (6 программ).
13. **Министерство иностранных дел Кыргызской** (министерский код 23) — программы: 001, 232, 233 (3 программы).
14. **Резервные и другие фонды территорий** (министерский код 24) — программа: 242 (1 программа).
15. **Министерство финансов Кыргызской Республ** (министерский код 25) — программы: 001, 253, 254, 255, 992, 262, 263, 264, 265 (9 программ). *Примечание: Коды программ 262-265 также относятся к Министерству финансов в таблице.*
16. **Конституционный суд Кыргызской Республик** (министерский код 27) — программа: 272 (1 программа).
17. **Министерство экономики и коммерции Кыргы** (министерский код 28) — программы: 001, 282, 283, 284, 287, 288, 992 (7 программ).
18. **Министерство науки, высшего образования** (министерский код 31) — программы: 001, 312, 313, 314, 315 (5 программ).
19. **Министерство просвещения Кыргызской Респ** (министерский код 34) — программы: 001, 342, 343, 344, 992 (5 программ).
20. **Министерство здравоохранения Кыргызской** (министерский код 37) — программы: 001, 372, 373, 374, 375, 376, 377, 992 (8 программ).
21. **Министерство труда, социального обеспече** (министерский код 38) — программы: 001, 382, 383, 384, 385, 386, 992 (7 программ).
22. **Академия государственного управления при** (министерский код 39) — программы: 001, 392, 393 (3 программы).
23. **Общественное объединение «Республикански** (министерский код 40) — программа: 402 (1 программа).
24. **Министерство водных ресурсов, сельского** (министерский код 41) — программы: 001, 412, 413, 414 (4 программы).

Министерства/ведомства с ровно одной программой:
1. Администрация Президента Кыргызской Респ (код 12)
2. Архив Президента Кыргызской Республики (код 13)
3. Фонды Президента и Кабинета Министров Кы (код 14)
4. Военная прокуратура Кыргызской Республик (код 20)
5. Омбудсмен (Акыйкатчы) Кыргызской Респуб (код 21)
6. Резервные и другие фонды территорий (код 24)
7. Конституционный суд Кыргызской Республик (код 27)
8. Общественное объединение «Республикански» (код 40)

Итого: **8** министерств/ведомств.",,16000,63878,0,"The model answered 8, but the correct number is 22, so the answer is incorrect."
qwen3.5-122b,ru,ru_markdown_16000tok,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,"В предоставленном контексте нет ни одной программы, демонстрирующей рост финансирования более чем на 10% между 2026 и 2027 годами. Максимальный зафиксированный рост составляет около 3,5% (программа Верховного суда КР 167: с 3 787 470,5 до 3 053 203,4 — здесь снижение; программа Минфина 263: с 164 663 857,2 до 112 194 631,2 — снижение; программа Минздрава 373: с 6 305 318,8 до 7 072 644,7 — рост ~12%, однако в таблице указаны суммы в тыс.сомов или сом? Проверим строку 37 program: 6 305 318,8 -> 7 072 644,7. Рост: (7072644.7 - 6305318.8)/6305318.8 = 12,16%. 

Однако, если внимательно посмотреть на данные:
Программа 37 (Минздрав) ""Организация предоставления услуг здравоохранения"":
2026: 6 305 318,8
2027: 7 072 644,7
Рост: (7 072 644,7 - 6 305 318,8) / 6 305 318,8 ≈ 0,1216 или 12,16%.

Еще одна программа:
Программа 26 (Минфин) ""Общегосударственные программы"" (код 263):
2026: 164 663 857,2
2027: 112 194 631,2 (Снижение)

Программа 26 (Минфин) ""Государственные программы, мероприятия и выплаты"" (код 264):
2026: 118 757 161,3
2027: 131 802 316,2
Рост: (131 802 316,2 - 118 757 161,3) / 118 757 161,3 ≈ 0,1098 или 10,98%.

Таким образом, две программы показывают рост более 10%:
1. Программа 37 (Минздрав) ""Организация предоставления услуг здравоохранения"" (~12,16%).
2. Программа 26 (Минфин) ""Государственные программы, мероприятия и выплаты"" (~10,98%).

Ответ: 2 программы.",,16000,63878,2,"Model identified the correct type of entity (number of programs) but gave the wrong count; reference answer is 9, model answer is 2."
qwen3.5-122b,ru,ru_markdown_16000tok,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,"В бюджете на 2026 год индикатор результативности, измеряемый в людях (чел.), указан в **15** строках.

Список строк с единицей измерения «чел.»:
1. Управление делами Президента КР (программа 152), мера: Транспортное обеспечение экс Президента КР и бывши (374.0).
2. Управление делами Президента КР (программа 154), мера: Поддержание существующей сети государственных дошк (116,882.7).
3. Министерство здравоохранения КР (программа 373), мера: Раннее выявление больных с сахарным диабетом (37,088.5).
4. Министерство здравоохранения КР (программа 373), мера: Восстановление здоровья населения и интеграция в о (711,079.8).
5. Министерство здравоохранения КР (программа 373), мера: Предоставление дорогостоящей и высокотехнологичной (4,287,450.6).
6. Министерство здравоохранения КР (программа 374), мера: Подготовка специалистов с высшим медицинским образ (156,528.7).
7. Министерство здравоохранения КР (программа 374), мера: Повышение квалификации работников в сфере здравоох (376,100.4).
8. Министерство здравоохранения КР (программа 374), мера: Развитие сестринского образования в соответствии с (429,382.5).
9. Министерство здравоохранения КР (программа 377), мера: Обеспечение доступа к льготному гемодиализному леч (2,530,800.0).
10. Министерство труда, социального обеспече (программа 382), мера: Повышение потенциала сотрудников территориальных и (2,500.0).
11. Министерство труда, социального обеспече (программа 382), мера: Развитие института приемных (фостерных) семей (60,000.0).
12. Министерство труда, социального обеспече (программа 382), мера: Возвращение (репатриация) детей, оставшихся без по (9,283.5).
13. Министерство труда, социального обеспече (программа 383), мера: Улучшение системы оценки инвалидности и реабилитац (90,553.7).
14. Министерство труда, социального обеспече (программа 383), мера: Реабилитация лиц с ограниченными возможностями здо (27,244.1).
15. Министерство труда, социального обеспече (программа 383), мера: Социальная поддержка матерям, ухаживающим за детьм (1,604,800.0).",,16000,63878,2,The model addresses the correct entity (number of budget lines) but gives an incorrect value (15 instead of the correct 57).
qwen3.5-122b,ru,ru_markdown_16000tok,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","В предоставленном контексте отсутствует информация об общем объеме бюджета программ на 2026 год, поэтому рассчитать долю финансирования Министерства финансов (программа 263 «Общегосударственные программы») невозможно.

Данные по программе 263 Министерства финансов на 2026 год составляют: **164,663,857.2** тыс. сомов.",,16000,63878,0,"The model did not provide the correct 56% share and gave unrelated information, failing to answer the question."
qwen3.5-122b,ru,ru_markdown_16000tok,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4","Бюджетная мера «Обеспечение базовой части пенсии» (код 26, программа 262) имеет наибольшее финансирование в 2026 году — 33 574 380,8 тыс. сом.",,16000,63878,0,"The model gave a different measure and amount, not matching the reference answer."
qwen3.5-122b,ru,ru_markdown_16000tok,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","В предоставленном контексте отсутствует информация о Министерстве чрезвычайных ситуаций и его программах. В таблице упоминается только «Спецсчет МЧС КР» (строка 26, программа 264) в составе Министерства финансов с финансированием 300 000.0 тыс. сомов на 2026 год, но данные о собственных программах и бюджете самого Министерства чрезвычайных ситуаций не приведены.",,16000,63878,0,"The model answer does not provide the correct program or funding amount; it states lack of information and gives a different figure, which is incorrect."
qwen3.5-122b,ru,ru_markdown_16000tok,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,В предоставленном контексте содержится информация о **58** бюджетных программах и **127** бюджетных мерах на 2026 год.,,16000,63878,1,The answer mentions budget programs and measures but gives incorrect numbers (58 and 127 instead of 168 and 393).
qwen3.5-122b,ru,ru_markdown_16000tok,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"На основе предоставленных данных, программы с наибольшим абсолютным сокращением финансирования между 2026 и 2027 годами:

1. **Министерство финансов Кыргызской Республики, программа 263 «Общегосударственные программы»**: сокращение на **52 469 226,0** тыс. сом (с 164 663 857,2 до 112 194 631,2).
2. **Управление делами Президента Кыргызской Республики, программа 152 «Обеспечение и координация деятельности по реализац...»**: сокращение на **265 953,9** тыс. сом (с 2 837 368,8 до 2 571 414,9).
3. **Министерство экономики и коммерции Кыргызской Республики, программа 992 «Реализация проектов государственных инвестиций»**: сокращение на **545 749,7** тыс. сом (с 4 345 551,3 до 3 799 801,6).

*Примечание: В таблице также наблюдается значительное сокращение по программе 167 Верховного суда (на 734 267,1), однако при проверке строк-мер внутри этой программы видно, что финансирование отдельных мер (например, ""Осуществление правосудия"") снижается значительно, но общая сумма программы 167 в строке program показывает сокращение с 3 787 470,5 до 3 053 203,4, что составляет **734 267,1**. Это больше, чем у программы 992 Минэкономики.*

**Исправленный топ-3:**

1. **Министерство финансов Кыргызской Республики, программа 263 «Общегосударственные программы»**: **-52 469 226,0** тыс. сом.
2. **Верховный суд Кыргызской Республики, программа 167 «Планирование, обеспечение, по экономическому, соци...»**: **-734 267,1** тыс. сом.
3. **Министерство экономики и коммерции Кыргызской Республики, программа 992 «Реализация проектов государственных инвестиций»**: **-545 749,7** тыс. сом.",,16000,63878,1,"Only the first program matches the reference; the other two listed programs are incorrect, so the answer is largely wrong."
qwen3.5-122b,ru,ru_structured_16000tok,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом","42,380,106.4","<scratchpad>
1. Поиск строки в контексте, соответствующей Министерству просвещения Кыргызской Республики и программе «Школьное образование».
2. Находится строка: `34 | program | Министерство просвещения Кыргызской Респ | 343 | Школьное образование | 42,380,106.4 | 43,462,341.1 | 44,571,272.0 | Охват детей средним общим образованием,  | %`.
3. Выделение столбца `funding_2026` для этой строки.
4. Значение: 42,380,106.4.
</scratchpad>

42,380,106.4",16000,11633,2,"The model provides the correct numeric amount but omits the unit (тыс. сом), making it partially correct."
qwen3.5-122b,ru,ru_structured_16000tok,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,8,"<scratchpad>
1.  **Анализ запроса:** Необходимо определить количество бюджетных программ Министерства здравоохранения Кыргызской Республики на основе предоставленной таблицы (колонка `level` = ""program"").
2.  **Поиск релевантных строк в контексте:**
    *   Строка 1: `ministry_code` = 37, `level` = ""program"", `program` = ""001"", `name` = ""Управление и администрирование"".
    *   Строка 4: `ministry_code` = 37, `level` = ""program"", `program` = ""372"", `name` = ""Программа «Общественное здравоохранение»"".
    *   Строка 11: `ministry_code` = 37, `level` = ""program"", `program` = ""373"", `name` = ""Программа «Организация предоставления услуг здраво...».
    *   Строка 19: `ministry_code` = 37, `level` = ""program"", `program` = ""374"", `name` = ""Программа «Медицинское образование и управление че...».
    *   Строка 23: `ministry_code` = 37, `level` = ""program"", `program` = ""375"", `name` = ""Предоставление услуг первично-медико санитарной по..."".
    *   Строка 27: `ministry_code` = 37, `level` = ""program"", `program` = ""376"", `name` = ""Предоставление услуг медицинскими учреждениями на..."".
    *   Строка 32: `ministry_code` = 37, `level` = ""program"", `program` = ""377"", `name` = ""Обеспечение доступа к льготному гемодиализному леч..."".
    *   Строка 34: `ministry_code` = 37, `level` = ""program"", `program` = ""992"", `name` = ""Реализация проектов государственных инвестиций"".
3.  **Подсчет уникальных программ:**
    *   001
    *   372
    *   373
    *   374
    *   375
    *   376
    *   377
    *   992
    Итого: 8 программ.
</scratchpad>

8",16000,7470,3,"The model correctly states the number of budget programs as 8, matching the reference answer."
qwen3.5-122b,ru,ru_structured_16000tok,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа «Общегосударственные программы» (код 263) имеет наибольшее финансирование — 164,663,857.2 тыс. сомов.","<scratchpad>
1.  **Поиск данных:** Необходимо найти строки с типом ""program"" (программа) в колонке `level` и сравнить значения в колонке `funding_2026`.
2.  **Извлечение значений программ за 2026 год:**
    *   Программа 001 (Управление и администрирование): 321,933.8
    *   Программа 372 (Программа «Общественное здравоохранение»): 2,170,534.1
    *   Программа 373 (Программа «Организация предоставления услуг здраво...»): 6,305,318.8
    *   Программа 374 (Программа «Медицинское образование и управление че...»): 962,011.6
    *   Программа 375 (Предоставление услуг первично-медико санитарной по...): 11,104,430.6
    *   Программа 376 (Предоставление услуг медицинскими учреждениями на...): 15,638,295.2
    *   Программа 377 (Обеспечение доступа к льготному гемодиализному леч...): 2,530,800.0
    *   Программа 992 (Реализация проектов государственных инвестиций): 2,588,023.2
    *   Программа 262 (Пенсионное обеспечение и компенсации за счет бюдже...): 46,670,347.3
    *   Программа 263 (Общегосударственные программы): 164,663,857.2
    *   Программа 264 (Государственные программы, мероприятия и выплаты): 118,757,161.3
    *   Программа 265 (Трансферты Фонду ОМС при ПКР): 2,057,870.4
3.  **Сравнение чисел:**
    *   321,933.8
    *   2,170,534.1
    *   6,305,318.8
    *   962,011.6
    *   11,104,430.6
    *   15,638,295.2
    *   2,530,800.0
    *   2,588,023.2
    *   46,670,347.3
    *   **164,663,857.2** (Наибольшее значение)
    *   118,757,161.3
    *   2,057,870.4
4.  **Идентификация победителя:** Максимальное значение 164,663,857.2 соответствует программе с кодом 263 под названием ""Общегосударственные программы"" (Министерство финансов Кыргызской Республики).
</scratchpad>

Программа «Общегосударственные программы» (код 263) имеет наибольшее финансирование — 164,663,857.2 тыс. сомов.",16000,16867,3,The model correctly identifies the program and provides the exact funding amount matching the reference.
qwen3.5-122b,ru,ru_structured_16000tok,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,59,"<scratchpad>
Для ответа на вопрос необходимо подсчитать количество уникальных значений в столбце ""ministry"" (министерство/ведомство) из предоставленного контекста.

1.  Жогорку Кенеш Кыргызской Республики
2.  Администрация Президента Кыргызской Респ
3.  Архив Президента Кыргызской Республики
4.  Фонды Президента и Кабинета Министров Кы
5.  Управление делами Президента Кыргызской
6.  Верховный суд Кыргызской Республики
7.  Счетная палата Кыргызской Республики
8.  Центральная комиссия по выборам и провед
9.  Генеральная прокуратура Кыргызской Респу
10. Военная прокуратура Кыргызской Республик
11. Омбудсмен (Акыйкатчы)  Кыргызской Респуб
12. Министерство юстиции Кыргызской Республи
13. Министерство иностранных дел Кыргызской
14. Резервные и другие фонды территорий
15. Министерство финансов Кыргызской Республ
16. Конституционный суд Кыргызской Республик
17. Министерство экономики и коммерции Кыргы
18. Министерство науки, высшего образования
19. Министерство просвещения Кыргызской Респ
20. Министерство здравоохранения Кыргызской
21. Министерство труда, социального обеспече
22. Академия государственного управления при
23. Общественное объединение «Республикански
24. Министерство водных ресурсов, сельского
25. Государственное агентство гражданской ав
26. Министерство транспорта и коммуникаций К
27. Министерство культуры, информации  и мол
28. Министерство чрезвычайных ситуаций Кыргы
29. Центрально-Азиатский институт прикладных
30. Государственное агенство физической куль
31. Государственная служба испонения наказан
32. Общественное объединение «Кыргызское общ
33. Национальная комиссия по государственном
34. Государственное агентство по земельным р
35. Государственное агентство по регистрации
36. Государственное агентство по управлению
37. Государственное учреждение «Фонд зеленой
38. Министерство энергетики Кыргызской Респу
39. Государственное агентство по контролю за
40. Национальное агентство по инвестициям пр
41. Государственное агентство по защите перс
42. Государственное агентство по делам госуд
43. Министерство строительства, архитектуры
44. Национальное агентство по делам религий
45. Министерство природных ресурсов, экологи
46. Секретариат Национальной комиссии Кыргыз
47. Министерство цифрового развития и иннова
48. Национальный институт стратегических ини
49. Национальный статистический комитет Кырг
50. Секретариат Совета безопасности Кыргызск
51. Национальная академия наук Кыргызской Ре
52. Государственное учреждение «Клиническая
53. Национальный центр Кыргызской Республики
54. Секретариат Народного Курултая
55. Редакции журналов и газет
56. Телерадиовещательные компании Кыргызской
57. Государственное учреждение «Дирекция по
58. Центр перевода Кабинета Министров Кыргыз
59. Государственное учреждение «Национальная

Подсчет уникальных строк:
В списке выше пронумерованы все уникальные названия министерств и ведомств, встречающиеся в таблице.
Итого: 59 уникальных элементов.
</scratchpad>
59",16000,31764,2,The answer addresses the correct entity (number of ministries and agencies) but gives an incorrect count (59 vs. 60).
