model,context,question_id,difficulty,category,question_en,reference_answer,model_answer,token_budget,context_chars,judge_score,judge_reasoning
deepseek-v3.2-thinking,markdown_8000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 программ и 393 мер,"Based on the provided context, the 2026 program-based budget contains 40 budget programs and 114 budget measures.",8000,31863,1,The answer mentions budget programs and measures but gives incorrect numbers (40 and 114 instead of 168 and 393).
deepseek-v3.2-thinking,markdown_8000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"Based on the provided context, the top 3 programs with the largest absolute funding decrease from 2026 to 2027 are:

1.  Министерство финансов Кыргызской Республики, program ""Общегосударственные программы"": Decrease of 52,469,226.0 тыс.сом (from 164,663,857.2 to 112,194,631.2).
2.  Министерство финансов Кыргызской Республики, program ""Администрирование государственных доходов"": Decrease of 1,135,042.7 тыс.сом (from 10,614,609.5 to 9,479,566.8).
3.  Управление делами Президента Кыргызской, program ""Обеспечение и координация деятельности по реализации единой"": Decrease of 265,953.9 тыс.сом (from 2,837,368.8 to 2,571,414.9).",8000,31863,2,"Model lists two correct programs but replaces the second-ranked irrigation program with an unrelated one, so the answer is only partially correct."
deepseek-v3.2-thinking,statements_16000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The context does not contain information about the funding for a specific 'School Education' program under the Ministry of Education (Министерство просвещения).,16000,32265,0,"The model claims no information is available, contradicting the reference which provides a specific funding amount."
deepseek-v3.2-thinking,statements_16000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,"The Ministry of Health (code 37) has six budget programs mentioned in the context: codes 001, 372, 373, 374, 375, and 376.",16000,44203,2,Correct entity (Ministry of Health) but gives the wrong number of budget programs (six instead of eight).
deepseek-v3.2-thinking,statements_16000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Based solely on the provided context, the largest funding allocation mentioned for a specific program in the 2026 budget is 42.4 billion som for the program 'Школьное образование' under 'Министерство просвещения Кыргызской Республики'.",16000,28496,0,"Model answered with a different program and amount, not matching the reference answer."
deepseek-v3.2-thinking,statements_16000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,60,"Based solely on the provided context, the total number of ministries and agencies represented is 70.

The count is derived from the list of entities explicitly stated to have allocations or budget programs in the 2026 program-based budget, each with a unique GRBS code (11 through 88).",16000,29451,2,Model identified the count of ministries and agencies but gave the wrong number (70 vs. correct 60).
deepseek-v3.2-thinking,statements_16000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som.,16000,27738,3,"Model gave an approximate value (1.1 billion som) that matches the reference total of 1,127,306.9 тыс. сом (~1.13 billion som)."
deepseek-v3.2-thinking,statements_16000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","56,424,894.1 thousand som.",16000,32711,3,"The model provides the same total funding value, correctly expressed in thousand som, matching the reference answer."
deepseek-v3.2-thinking,statements_16000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",The context does not contain the total budget across all program-level items for 2026.,16000,26064,0,"The model answer fails to provide the budget value given in the reference, stating the information is missing."
deepseek-v3.2-thinking,statements_16000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения Кыргызской Республики (code 34) receives more funding with 56,424,894.1 thousand som in 2026, compared to Министерство здравоохранения Кыргызской Республики (code 37) with 41,621,347.3 thousand som in 2026.",16000,41486,3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures.
deepseek-v3.2-thinking,statements_16000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The context does not contain information about the total program-level budget change from 2026 to 2027.,16000,26225,0,Model claims no information while reference provides a specific decline of 7.1%.
deepseek-v3.2-thinking,statements_16000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций' has the smallest non-zero funding in 2026 at 739.4 тыс. сом.,16000,28942,3,"The model correctly identifies the program with the smallest non-zero funding and gives the exact amount, despite a minor variation in the program name."
deepseek-v3.2-thinking,statements_16000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),The most commonly used unit of measurement for performance indicators is percentage (%).,16000,34521,3,"The model correctly identifies the unit as percentage (%), matching the reference answer."
deepseek-v3.2-thinking,statements_16000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10 тыс. сом",16.9 billion som.,16000,29453,3,"The model correctly gave the total funding (≈16.9 billion som), matching the reference value of 16,881,928.10 тыс. сом."
deepseek-v3.2-thinking,statements_16000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,22,The context does not contain enough information to determine how many ministries/agencies have exactly one budget program.,16000,33104,0,"The model claims insufficient information, but the reference provides a specific answer (22), so the response is incorrect."
deepseek-v3.2-thinking,statements_16000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,"Three programs show funding growth exceeding 10% between 2026 and 2027:

1. Program 43/001 'Управление и администрирование' (Министерство транспорта и коммуникаций Кыргызской Республики): Increase of approximately 25.51%.
2. Program 80/001 'Управление и администрирование' (Национальная академия наук Кыргызской Республики): Increase of approximately 133.6%.
3. Program 41/413 'Государственная поддержка и развитие растениеводства': Increase of approximately 34.12%.",16000,26917,2,The answer provides a number of programs but it is incorrect (3 instead of the correct 9).
deepseek-v3.2-thinking,statements_16000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,57,27,16000,34915,2,The model identified the correct type of information (a row count) but gave the wrong number (27 instead of 57).
deepseek-v3.2-thinking,statements_16000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of 593,028,014.9)","The context does not provide the total 2026 program budget, so the share for the Ministry of Finance (General State Expenditures, code 26) cannot be calculated.",16000,29800,0,"The model claims the share cannot be calculated, contradicting the reference which provides a specific 56% value."
deepseek-v3.2-thinking,statements_16000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4","Бюджетная мера ""Повышение социальных выплат"" имеет наибольшее финансирование в 2026 году — 76.5 миллиардов сом.",16000,29348,3,The model correctly identifies the measure and provides the matching funding amount (≈76.5 billion som).
deepseek-v3.2-thinking,statements_16000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Based solely on the provided context, the program under the Ministry of Emergency Situations (code 45) that receives the most 2026 funding is the program **'Государственные программы, мероприятия и выплаты'** through the budget measure **'Спецсчет МЧС КР'**, which receives 300.0 million som.

This is higher than the 184.9 million som allocated to its program 'Управление и администрирование'.",16000,31609,0,"The model answer names a different program and amount, not matching the reference's program and funding figure."
deepseek-v3.2-thinking,statements_16000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 программ и 393 мер,The context does not contain enough information to determine the total number of budget programs and budget measures in the 2026 program-based budget.,16000,29254,0,The model answer does not provide the required numbers and incorrectly claims insufficient information.
deepseek-v3.2-thinking,statements_16000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"Based on the provided funding data for 2026 and 2027:
1. Program 22/001 'Управление и администрирование' (Министерство юстиции Кыргызской Республики): Decrease of 16,245.7 тыс. сом (from 282,746.0 to 266,500.3).
2. Program 21/001 'Управление и администрирование' (Министерство экономики и коммерции Кыргызской Республики): Decrease of 946.8 тыс. сом (from 115,861.1 to 114,914.3).
3. Program 46/001 'Управление и администрирование' (Центрально-Азиатский институт прикладных исследований Земли): Decrease of 65.9 тыс. сом (from 6,239.5 to 6,173.6).",16000,33951,0,The model answer lists unrelated programs and does not match any of the three programs identified in the reference answer.
deepseek-v3.2-thinking,markdown_16000tok,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом","42,380,106.4 (тыс.сом)",16000,63940,3,The model provides the exact same numeric value and unit as the reference answer.
deepseek-v3.2-thinking,markdown_16000tok,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,7,16000,63940,2,The answer references the correct entity (Ministry of Health) but gives an incorrect number of programs (7 vs. 8).
deepseek-v3.2-thinking,markdown_16000tok,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","The program with the largest 2026 funding allocation is ""Общегосударственные программы"" under Министерство финансов Кыргызской Республики, with 164,663,857.2 тыс.сом.",16000,63940,3,The model correctly identified the program and exact funding amount as in the reference.
deepseek-v3.2-thinking,markdown_16000tok,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,60,24,16000,63940,0,"The model gave 24, but the correct total is 60, so the answer is incorrect."
deepseek-v3.2-thinking,markdown_16000tok,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом","1,127,306.9 тыс. сом",16000,63940,3,The model answer exactly matches the reference value for total 2026 funding.
deepseek-v3.2-thinking,markdown_16000tok,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","55,412,714.2 тыс. сом",16000,63940,2,Correct entity but the funding amount is inaccurate compared to the reference value.
deepseek-v3.2-thinking,markdown_16000tok,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","505,990,798.8 thousand som",16000,63940,2,"Correct entity (total budget) but the numeric value (505,990,798.8 thousand som) does not match the reference (593,028,014.8 thousand som)."
deepseek-v3.2-thinking,markdown_16000tok,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","The Ministry of Education (Министерство просвещения) receives more funding in 2026.

The total for the Ministry of Education's listed programs in 2026 is 55,412,714.1 thousand som.
The total for the Ministry of Health's listed programs in 2026 is 38,246,324.1 thousand som.",16000,63940,3,"The model correctly identifies that the Ministry of Education receives more funding than the Ministry of Health, matching the key fact despite inaccurate numeric details."
deepseek-v3.2-thinking,markdown_16000tok,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,"The total program-level budget shrinks from 2026 to 2027. The total for 2026 is 1,047,143.9 + 80,163.0 + 669,719.2 + 18,086.2 + 2,030,000.0 + 2,837,368.8 + 805,338.5 + 116,882.7 + 3,297,739.7 + 406,745.3 + 290,900.9 + 3,392.5 + 3,787,470.5 + 165,033.1 + 561,208.7 + 174,569.0 + 59,137.4 + 15,000.0 + 666,610.0 + 365,908.9 + 248,904.5 + 68,715.5 + 152,559.6 + 115,861.1 + 282,746.0 + 176,690.6 + 191,314.8 + 272,664.0 + 181,071.6 + 245,999.5 + 2,287,244.9 + 2,408,549.4 + 44,684.4 + 5,159,304.8 + 2,077,532.3 + 332,704.9 + 10,614,609.5 + 104,267.8 + 46,670,347.3 + 164,663,857.2 + 118,757,161.3 + 2,057,870.4 + 81,635.4 + 269,739.3 + 240,842.6 + 107,895.4 + 213,365.4 + 53,903.0 + 19,561.8 + 737,759.3 + 132,692.0 + 19,428.6 + 3,669,147.5 + 244,173.0 + 1,962,869.4 + 8,891,657.5 + 42,380,106.4 + 2,178,080.8 + 321,933.8 + 2,170,534.1 + 6,305,318.8 + 962,011.6 + 11,104,430.6 + 15,638,295.2 + 2,530,800.0 + 1,567,378.5 + 15,529,568.0 + 3,099,750.4 + 1,061,098.4 + 2,013,985.2 + 28,651.2 + 35,953.6 + 36,155.1 + 48,781.2 + 739.4 + 425,993.2 + 1,294,075.7 + 479,788.0 + 5,039,751.9 + 579,867.8 = 466,703,473.0 (тыс. сом). The total for 2027 is 1,069,070.0 + 80,163.0 + 683,113.6 + 18,447.9 + 2,030,000.0 + 2,571,414.9 + 819,431.4 + 119,819.9 + 3,303,809.0 + 409,477.6 + 296,718.9 + 3,664.5 + 3,053,203.4 + 168,890.8 + 572,339.1 + 178,060.4 + 60,620.1 + 15,000.0 + 662,126.6 + 373,227.0 + 253,882.6 + 70,089.8 + 136,463.5 + 114,914.3 + 266,500.3 + 199,769.7 + 195,752.1 + 277,496.3 + 165,221.1 + 250,919.5 + 2,331,345.1 + 2,450,711.8 + 45,702.4 + 5,198,766.8 + 2,100,402.2 + 336,444.9 + 9,479,566.8 + 106,329.2 + 46,670,347.3 + 112,194,631.2 + 131,802,316.2 + 2,057,870.4 + 83,268.1 + 269,739.3 + 245,180.7 + 115,448.1 + 200,269.7 + 54,981.1 + 19,561.8 + 769,728.9 + 136,834.6 + 19,428.6 + 3,674,725.0 + 244,196.9 + 1,967,522.0 + 8,892,351.5 + 43,462,341.1 + 2,178,083.4 + 326,433.8 + 2,120,832.0 + 7,072,644.7 + 976,420.6 + 10,923,008.0 + 15,671,462.3 + 2,530,800.0 + 1,567,378.5 + 15,990,640.7 + 3,106,928.9 + 1,061,098.4 + 2,010,984.9 + 28,651.2 + 34,962.0 + 36,155.1 + 48,527.7 + 739.4 + 435,960.8 + 1,312,981.9 + 643,477.5 + 3,774,682.8 + 85,800.3 = 466,703,473.0 (тыс. сом). The totals are identical, so the change is 0%.",16000,63940,0,"The model states a 0% change, contradicting the reference which says the budget declines by 7.1%."
deepseek-v3.2-thinking,markdown_16000tok,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"The program with the smallest non-zero funding in 2026 is ""Внесение предложений по защите материальных и социальных пра"" under ""Общественное объединение «Республикански"" with 739.4 тыс.сом.",16000,63940,3,"The model correctly identifies the program and its funding amount, matching the reference answer."
deepseek-v3.2-thinking,markdown_16000tok,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),Количество (number/quantity).,16000,63940,0,The model gave 'Количество' instead of the correct unit 'Процент (%)'.
deepseek-v3.2-thinking,markdown_16000tok,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10 тыс. сом",The context does not contain information about the Ministry of Transport and Communications.,16000,63940,0,"The model claims no information is available, but the reference provides a specific funding amount, so the answer is incorrect."
deepseek-v3.2-thinking,markdown_16000tok,13,hard,filter,How many ministries/agencies have exactly one budget program?,22,8,16000,63940,0,"The model gave 8, but the correct number is 22, so the answer is incorrect."
deepseek-v3.2-thinking,markdown_16000tok,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,0,16000,63940,0,"The model answered 0, which does not match the correct value of 9."
deepseek-v3.2-thinking,markdown_16000tok,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,57,"Based on the provided context, none of the rows have a performance indicator measured in ""чел."" (people). The indicators use terms like ""количество детей,"" ""количество лиц,"" or ""количество обслуживаемых,"" but not the abbreviation ""чел.""",16000,63940,0,"The model says no rows have a 'чел.' indicator, contradicting the correct answer of 57 rows."
deepseek-v3.2-thinking,markdown_16000tok,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of 593,028,014.9)",31.46%,16000,63940,1,"The answer provides a percentage for the Ministry of Finance share, but the value (31.46%) does not match the correct share of 56%."
deepseek-v3.2-thinking,markdown_16000tok,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4","The budget measure with the largest 2026 funding is ""Обеспечение базовой части пенсии"" under the Ministry of Finance, with 33,574,380.8 тыс.сом.",16000,63940,0,"The model gave a different budget measure and amount, not matching the reference answer."
deepseek-v3.2-thinking,markdown_16000tok,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","The provided context does not contain any entries for the Ministry of Emergency Situations. Therefore, it is not possible to identify which program under that ministry receives the most 2026 funding.",16000,63940,0,"The model answer does not provide the correct program and amount, incorrectly stating lack of information."
deepseek-v3.2-thinking,markdown_16000tok,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 программ и 393 мер,"Based on the provided context, the 2026 program-based budget contains 77 budget programs and 154 budget measures.",16000,63940,1,The answer mentions budget programs and measures but gives incorrect numbers (77 and 154 instead of 168 and 393).
deepseek-v3.2-thinking,markdown_16000tok,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"Based on the provided context, the top 3 programs with the largest absolute funding decrease from 2026 to 2027 are:

1.  **Общегосударственные программы** (Министерство финансов Кыргызской Республики): Decrease of 52,469,226.0 тыс.сом (from 164,663,857.2 to 112,194,631.2).
2.  **Администрирование государственных доходов** (Министерство финансов Кыргызской Республики): Decrease of 1,135,042.7 тыс.сом (from 10,614,609.5 to 9,479,566.8).
3.  **Реализация проектов государственных инвестиций** (Министерство экономики и коммерции Кыргызской Республики): Decrease of 545,749.7 тыс.сом (from 4,345,551.3 to 3,799,801.6).",16000,63940,2,Model answer includes two of the three correct programs but replaces the second correct program with an incorrect one.
deepseek-v3.2-thinking,statements_full,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом",The context does not contain information about a program named 'School Education' or its funding under the Ministry of Education (Министерство просвещения).,full,32265,0,"The model claims no information is available, contradicting the reference which provides a specific funding amount."
deepseek-v3.2-thinking,statements_full,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,The Ministry of Health (code 37) has six budget programs listed in the context.,full,44203,2,The answer correctly identifies the Ministry of Health but gives the wrong number of budget programs (six instead of eight).
deepseek-v3.2-thinking,statements_full,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","The program with the largest funding allocation in the 2026 budget is 'Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)' with 332.1 billion som.",full,28496,2,Identifies the correct program but gives an incorrect funding amount.
deepseek-v3.2-thinking,statements_full,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,60,64,full,29451,2,Correct entity (total ministries and agencies) but the number given (64) does not match the reference answer (60).
deepseek-v3.2-thinking,statements_full,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом",1.1 billion som.,full,27738,3,"Model gave an approximate value (1.1 billion som) that matches the reference total of 1,127,306.9 тыс. сом (~1.13 billion som)."
deepseek-v3.2-thinking,statements_full,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом","56,424,894.1 thousand som.",full,32711,3,"The model provides the same total funding value, correctly expressed in thousand som, matching the reference answer."
deepseek-v3.2-thinking,statements_full,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",The context does not contain the total budget across all program-level items for 2026.,full,26064,0,"The model claims the information is missing, but the reference provides the total budget value, so the answer is incorrect."
deepseek-v3.2-thinking,statements_full,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения (code 34) receives more funding with 56,424,894.1 thousand som in 2026, compared to Министерство здравоохранения (code 37) with 41,621,347.3 thousand som.",full,41486,3,The model correctly states that the Ministry of Education receives more funding and provides matching figures.
deepseek-v3.2-thinking,statements_full,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,The context does not contain information about the total program-level budget change between 2026 and 2027.,full,26225,0,"The model says information is missing, but the reference provides a specific decline of 7.1%, so the answer is incorrect."
deepseek-v3.2-thinking,statements_full,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,Program 40/402 'Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций' has the smallest non-zero funding in 2026: 739.4 тыс. сом.,full,28942,3,"The model correctly identifies the program and the exact funding amount, matching the reference answer."
deepseek-v3.2-thinking,statements_full,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),The most commonly used unit of measurement for performance indicators is percentage (%).,full,34521,3,"The model correctly identifies the unit as percentage (%), matching the reference answer."
deepseek-v3.2-thinking,statements_full,12,medium,aggregation,What is the total 2026 program funding for the Ministry of Transport and Communications?,"16,881,928.10 тыс. сом","16.9 billion som (or 16,881,928.1 thousand som).",full,29453,3,"The model provides the same total funding value, correctly converting and rounding the figure."
deepseek-v3.2-thinking,statements_full,13,hard,filter,How many ministries/agencies have exactly one budget program?,22,"The context does not specify the number of budget programs allocated to each ministry/agency. Therefore, it is not possible to determine how many have exactly one budget program.",full,33104,0,"The model says the number cannot be determined, contradicting the correct answer of 22."
deepseek-v3.2-thinking,statements_full,14,hard,filter,How many programs show funding growth of more than 10% between 2026 and 2027?,9,3,full,26917,2,The model identified the correct type of answer (a program count) but gave the wrong number (3 instead of 9).
deepseek-v3.2-thinking,statements_full,15,hard,indicator,How many rows in the budget have a performance indicator measured in people (чел.)?,57,28,full,34915,2,The model identified the correct type of information (a numeric count) but gave an incorrect number (28 instead of 57).
deepseek-v3.2-thinking,statements_full,16,hard,aggregation,What share of the total 2026 program budget goes to the Ministry of Finance (General State Expenditures)?,"56% (332,149,236.2 out of 593,028,014.9)","The context does not contain the total 2026 program budget figure, so the share for the Ministry of Finance (General State Expenditures) cannot be calculated.",full,29800,0,"The model claims the share cannot be calculated, contradicting the reference which provides a specific 56% share."
deepseek-v3.2-thinking,statements_full,17,hard,lookup,Which budget measure (not program) has the largest 2026 funding?,"Повышение социальных выплат - 76,517,019.4","Бюджетное мероприятие ""Повышение социальных выплат"" имеет наибольшее финансирование в 2026 году — 76.5 миллиардов сом.",full,29348,3,The model correctly identifies the budget measure and provides the matching funding amount (rounded)
deepseek-v3.2-thinking,statements_full,18,hard,comparison,Which program under the Ministry of Emergency Situations receives the most 2026 funding?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","The program ""Управление и администрирование"" (code 001) under the Ministry of Emergency Situations (code 45) receives 184,945.8 thousand som in 2026, which is the highest funding allocation for a program under that ministry.",full,31609,0,"The model answer names a different program and amount, not matching the reference's highest-funded program."
deepseek-v3.2-thinking,statements_full,19,hard,multi-step,How many total budget programs and budget measures are in the 2026 program-based budget?,168 программ и 393 мер,The context does not specify the total number of budget programs and budget measures in the 2026 program-based budget.,full,29254,0,"The model answer claims the information is unspecified, whereas the reference provides the exact numbers, so it is wrong."
deepseek-v3.2-thinking,statements_full,20,hard,multi-step,Which programs show the largest absolute funding decrease from 2026 to 2027? Name the top 3.,1) Общегосударственные программы (Министерство Финансов); 2) Государственная поддержка и развитие ирригации (Минводресурсов); 3) Администрирование государственных доходов (Министерство финансов),"Based on the provided funding data:
1. Program 22/001 'Управление и администрирование' (Министерство юстиции Кыргызской Республики): decrease of 16,245.7 тыс. сом (from 282,746.0 in 2026 to 266,500.3 in 2027).
2. Program 21/001 'Управление и администрирование' (Генеральная прокуратура Кыргызской Республики): decrease of 946.8 тыс. сом (from 115,861.1 in 2026 to 114,914.3 in 2027).
3. Program 46/001 'Управление и администрирование' (Военная прокуратура Кыргызской Республики): decrease of 65.9 тыс. сом (from 6,239.5 in 2026 to 6,173.6 in 2027).",full,33951,0,The model answer lists unrelated programs that do not match any of the top three programs identified in the reference answer.
deepseek-v3.2-thinking,markdown_full,1,easy,lookup,What is the 2026 funding for the 'School Education' program under the Ministry of Education?,"42,380,106.4 тыс. сом","42,380,106.4 тыс. сом",full,104672,3,"The model answer exactly matches the reference value, providing the correct funding amount."
deepseek-v3.2-thinking,markdown_full,2,easy,lookup,How many budget programs does the Ministry of Health have?,8,The Ministry of Health has 7 budget programs.,full,104672,2,The answer correctly identifies the Ministry of Health but gives the wrong number of budget programs (7 instead of 8).
deepseek-v3.2-thinking,markdown_full,3,easy,lookup,Which program has the largest funding allocation in the 2026 budget?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","The program with the largest funding allocation in the 2026 budget is ""Общегосударственные программы"" under the Ministry of Finance, with 164,663,857.2 тыс.сом.",full,104672,3,The model correctly identified the program and the exact funding amount as in the reference.
deepseek-v3.2-thinking,markdown_full,4,easy,count,How many total ministries and agencies are represented in the program-based budget?,60,52,full,104672,2,The answer addresses the correct entity (total ministries and agencies) but provides an incorrect number (52 vs. 60).
deepseek-v3.2-thinking,markdown_full,5,easy,lookup,What is the total 2026 funding for the Jogorku Kenesh (parliament)?,"1,127,306.9 тыс. сом","1,127,306.9 тыс. сом",full,104672,3,The model answer exactly matches the reference value for total 2026 funding.
deepseek-v3.2-thinking,markdown_full,6,medium,aggregation,What is the total 2026 funding across all programs of the Ministry of Education?,"56,424,894.11 тыс. сом",56424894.1 тыс. сом,full,104672,3,"The model provides the same total funding value, matching the reference amount (minor formatting difference)."
deepseek-v3.2-thinking,markdown_full,7,medium,aggregation,What is the total budget across all program-level items for 2026?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)","550,972,542.2 тыс. сом",full,104672,2,Correct entity (total budget) but the numeric value differs from the reference (550.97 bn vs 593 bn).
deepseek-v3.2-thinking,markdown_full,8,medium,comparison,Which ministry receives more funding: Ministry of Health or Ministry of Education?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","The Ministry of Education (Министерство просвещения) receives more funding. Its total 2026 budget is 55,412,714.1 тыс. сом, while the Ministry of Health's (Министерство здравоохранения) total is 39,033,324.1 тыс. сом.",full,104672,2,"Correctly identifies Ministry of Education as receiving more funding, but provides incorrect budget figures."
deepseek-v3.2-thinking,markdown_full,9,medium,comparison,"Does the total program-level budget grow or shrink between 2026 and 2027, and by what percentage?",declines by 7.1%,"The context does not contain a total program-level budget figure for 2026 and 2027, so it is not possible to determine the overall growth or shrinkage percentage.",full,104672,0,"The model answer claims insufficient information, contradicting the reference which provides a specific 7.1% decline."
deepseek-v3.2-thinking,markdown_full,10,medium,lookup,Which program has the smallest non-zero funding in 2026?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"The program/measure with the smallest non-zero funding in 2026 is ""Транспортное обеспечение экс Президента КР и бывших руководи"" under Управление делами Президента Кыргызской, with 374.0 тыс. сом.",full,104672,0,"The model gave a different program and amount than the reference, which is incorrect."
deepseek-v3.2-thinking,markdown_full,11,medium,indicator,What is the most commonly used unit of measurement for performance indicators in the 2026 budget?,Процент (%),"The most commonly used units of measurement for performance indicators are percentages (e.g., Доля, Процент, Отношение) and counts/quantities (e.g., Количество).",full,104672,2,"Includes the correct unit (percentage) but adds inaccurate extra information about counts/quantities, making it only partially correct."
