model,context,condition,question_id,difficulty,category,question,reference_answer,model_answer,raw_model_answer,context_chars,n_statements,judge_score,judge_reasoning
qwen3.5,ru_statements_all,all,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","Доля финансирования Министерства финансов (Общегосударственные программы, мероприятия и выплаты) составляет 57.27% от общего бюджета программ на 2026 год.

**Расчет:**
*   Финансирование Министерства финансов (код 26): 332,149,236.1 тыс. сом.
*   Общий бюджет программ (сумма всех ведомств): 579,942,914.3 тыс. сом.
*   Доля: 332,149,236.1 / 579,942,914.3 ≈ 57.27%.","<scratchpad>
1.  **Определение финансирования Министерства финансов (Общегосударственные расходы) на 2026 год:**
    *   Строка контекста: ""Итого по ведомству «Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)» (код 26): 332,149,236.1 тыс. сом в 2026 году...""
    *   Значение: 332,149,236.1 тыс. сом.

2.  **Определение общего бюджета программ на 2026 год (сумма всех итогов по ведомствам):**
    *   Минфин (код 26): 332,149,236.1
    *   Минфин (код 25): 15,547,163.0
    *   Минводхоз (код 41): 18,215,242.1
    *   Минтранс (код 43): 16,881,928.1
    *   Минздрав (код 37): 41,621,347.3
    *   Минюст (код 22): 1,350,486.5
    *   Минэнергетики (код 55): 8,286,422.3
    *   Минэкономики (код 28): 5,250,858.8
    *   МЧС (код 45): 13,965,684.9
    *   Минкультуры (код 44): 6,983,558.6
    *   Минпросвещения (код 34): 56,424,894.1
    *   МИД (код 23): 4,740,478.8
    *   Минтруд (код 38): 23,821,991.7
    *   Минприроды (код 65): 2,225,123.4
    *   Госагентство земель (код 51): 2,246,762.8
    *   Госагентство авиации (код 42): 124,132.5
    *   Госагентство персданных (код 58): 60,105.4
    *   Фонд зеленой энергетики (код 54): 14,991.7
    *   Госагентство регистр трансп (код 52): 1,105,080.9
    *   Госагентство госимущества (код 53): 147,614.5
    *   Госагентство госслужбы (код 59): 118,107.8
    *   Госагентство алкоголь (код 56): 42,136.2
    *   Телерадио (код 85): 1,670,473.1
    *   Центрально-Азиатский институт (код 46): 28,822.4
    *   Резервные фонды (код 24): 5,159,304.8
    *   Нацакадемия наук (код 80): 642,849.8
    *   Нацагентство инвестиций (код 57): 101,481.6
    *   Нацстаткомитет (код 74): 855,487.7
    *   Генпрокуратура (код 19): 1,350,138.9
    *   НИСИ (код 70): 55,813.4
    *   Верховный суд (код 16): 4,488,509.2
    *   Омбудсмен (код 21): 115,861.1
    *   Клиническая больница УДП (код 81): 415,289.0
    *   Академия Манас (код 88): 42,475.7
    *   Администрация Президента (код 12): 669,719.2
    *   Госслужба исп. наказаний (код 48): 3,276,044.3
    *   УДП (код 15): 7,057,329.7
    *   Госагентство религий (код 64): 61,534.1
    *   ЦИК (код 18): 248,706.4
    *   Счетная палата (код 17): 726,241.8
    *   Редакции (код 84): 6,630.4
    *   Военная прокуратура (код 20): 152,559.6
    *   Конституционный суд (код 27): 81,635.4
    *   Архив Президента (код 13): 18,086.2
    *   Секретариат Нар. Курултая (код 83): 33,904.2
    *   Секретариат Совбеза (код 79): 6,488.1
    *   ЮНЕСКО (код 68): 8,993.7
    *   Общество слепых и глухих (код 49): 76,030.0
    *   Совет ветеранов (код 40): 739.4
    *   Центр пыток (код 82): 32,091.4
    *   Центр перевода (код 87): 39,019.3
    *   Дирекция Токтогул (код 86): 70,000.0
    *   Жогорку Кенеш (код 11): 1,127,306.9

    *   Сумма крупных значений (>1 млн): 574,945,366.3
    *   Сумма мелких значений (<1 млн): 4,997,548.0
    *   Общий бюджет программ: 574,945,366.3 + 4,997,548.0 = 579,942,914.3 тыс. сом.

3.  **Расчет доли:**
    *   Доля = (Финансирование Минфина (Общегосударственные) / Общий бюджет) * 100%
    *   Доля = (332,149,236.1 / 579,942,914.3) * 100%
    *   Доля ≈ 0.572727 * 100% = 57.27%
</scratchpad>

Доля финансирования Министерства финансов (Общегосударственные программы, мероприятия и выплаты) составляет 57.27% от общего бюджета программ на 2026 год.

**Расчет:**
*   Финансирование Министерства финансов (код 26): 332,149,236.1 тыс. сом.
*   Общий бюджет программ (сумма всех ведомств): 579,942,914.3 тыс. сом.
*   Доля: 332,149,236.1 / 579,942,914.3 ≈ 57.27%.",403074,1424,0,"The model gives an incorrect percentage (57.27% vs 56%) and uses a different total budget figure, so it does not match the reference answer."
qwen3.5,ru_statements_all,all,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4","Бюджетная мера: «Повышение социальных выплат».
Финансирование в 2026 году: 76,517,019.4 тыс. сом.","<scratchpad>
1.  Поиск всех строк с указанием ""бюджетная мера"" и финансированием в 2026 году.
2.  Выделение крупнейших значений:
    *   «Повышение социальных выплат» (код меры 03, программа «Государственные программы, мероприятия и выплаты», Минфин): 76,517,019.4 тыс. сом.
    *   «Стабилизационный фонд КР» (код меры 39, программа «Общегосударственные программы», Минфин): 50,000,000 тыс. сом.
    *   «Поддержание функционирования сети общеобразовательных, внешкольных образовательных организаций, интернатов, детских домов, издательств при МОН КР, библиотеки» (код меры 01, программа «Школьное образование», Минпросвещения): 42,158,805.5 тыс. сом.
    *   «Государственный долг» (код меры 08, программа «Общегосударственные программы», Минфин): 37,999,512.5 тыс. сом.
    *   «Обеспечение базовой части пенсии» (код меры 01, программа «Пенсионное обеспечение и компенсации за счет бюджетных средств», Минфин): 33,574,380.8 тыс. сом.
    *   «Капитальные вложения» (код меры 01, программа «Государственные программы, мероприятия и выплаты», Минфин): 27,680,000 тыс. сом.
3.  Сравнение значений: 76,517,019.4 > 50,000,000 > 42,158,805.5 > 37,999,512.5 > 33,574,380.8 > 27,680,000.
4.  Максимальное значение: 76,517,019.4 тыс. сом.
5.  Соответствующая мера: «Повышение социальных выплат».
</scratchpad>
Бюджетная мера: «Повышение социальных выплат».
Финансирование в 2026 году: 76,517,019.4 тыс. сом.",403074,1424,3,The model correctly identifies the measure and provides the exact funding amount matching the reference.
qwen3.5,ru_statements_all,all,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа «Управление материальными ценностями государственного и мобилизационного резерва» (код 455) получает наибольшее финансирование в 2026 году — 4,522,247.8 тыс. сом. Это на 718,656.6 тыс. сом больше, чем финансирование второй по величине программы «Предупреждение и ликвидация чрезвычайных ситуаций» (3,803,591.2 тыс. сом).","<scratchpad>
1. Поиск программ Министерства чрезвычайных ситуаций (код 45) и их финансирование в 2026 году в контексте:
   - Программа «Общегосударственные программы» (код 263): 0 тыс. сом.
   - Программа «Предупреждение и ликвидация чрезвычайных ситуаций» (код 453): 3,803,591.2 тыс. сом.
   - Программа «Подготовка органов самоуправления, сил Гражданской защиты и населения к действиям в чрезвычайных ситуациях» (код 454): 63,032.6 тыс. сом.
   - Программа «Управление и администрирование» (код 001): 184,945.8 тыс. сом.
   - Программа «Прогнозирование опасных природных процессов и явлений» (код 452): 691,230.1 тыс. сом.
   - Программа «Управление, обеспечение сохранение и развитие лесных ресурсов» (код 456): 1,019,758.6 тыс. сом.
   - Программа «Управление материальными ценностями государственного и мобилизационного резерва» (код 455): 4,522,247.8 тыс. сом.

2. Сравнение значений финансирования в 2026 году:
   - 4,522,247.8 (Управление материальными ценностями...)
   - 3,803,591.2 (Предупреждение и ликвидация...)
   - 1,019,758.6 (Управление лесными ресурсами...)
   - 691,230.1 (Прогнозирование...)
   - 184,945.8 (Управление и администрирование)
   - 63,032.6 (Подготовка органов...)
   - 0 (Общегосударственные программы)

3. Определение наибольшего значения:
   - Максимум: 4,522,247.8 тыс. сом.
   - Второе место: 3,803,591.2 тыс. сом.

4. Вычисление разницы:
   - 4,522,247.8 - 3,803,591.2 = 718,656.6 тыс. сом.
</scratchpad>
Программа «Управление материальными ценностями государственного и мобилизационного резерва» (код 455) получает наибольшее финансирование в 2026 году — 4,522,247.8 тыс. сом. Это на 718,656.6 тыс. сом больше, чем финансирование второй по величине программы «Предупреждение и ликвидация чрезвычайных ситуаций» (3,803,591.2 тыс. сом).",403074,1424,3,The model correctly identifies the program and provides the exact funding amount matching the reference.
qwen3.5,ru_statements_all,all,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,"В предоставленном контексте недостаточно информации для ответа на вопрос. Текст содержит детальные данные по финансированию конкретных программ и мер отдельных ведомств на 2026 год, но не содержит сводной статистики или итогового числа всех бюджетных программ и мер в целом по программному бюджету Кыргызской Республики.","<scratchpad>
1. Поиск в контексте строк, содержащих общую сумму программ и мер (ключевые слова: ""всего программ"", ""всего мер"", ""общее количество программ"", ""общее количество мер"", ""итого программ"", ""итого мер"").
   - Результат: Строк с подобными сводными данными не найдено.
2. Анализ строк с ""Итого по ведомству"": они содержат суммы финансирования (тыс. сом), а не количество программ/мер.
   - Пример: ""Итого по ведомству «Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)» (код 26): 332,149,236.1 тыс. сом в 2026 году...""
   - Пример: ""Итого по ведомству «Министерство транспорта и коммуникаций Кыргызской Республики» (код 43): 16,881,928.1 тыс. сом в 2026 году...""
3. Анализ строк с описанием мер: содержат названия мер, коды мер и суммы финансирования, но не общее количество.
   - Пример: ""бюджетная мера «Административные расходы на содержание автомобильных дорог (ЗП и содержание АУП)» (код меры 05) получает 102170 тыс. сом в 2026 году...""
4. Анализ строк с описанием программ: содержат названия программ, коды программ и суммы, но не общее количество.
   - Пример: ""программу «Поддержание автомобильных дорог общего пользования в рабочем состоянии»...""
5. Вывод: В предоставленном контексте отсутствуют сводные данные об общем количестве бюджетных программ и мер на 2026 год. Контекст содержит детализацию по ведомствам, программам и мерам, но не итоговое число.
</scratchpad>

В предоставленном контексте недостаточно информации для ответа на вопрос. Текст содержит детальные данные по финансированию конкретных программ и мер отдельных ведомств на 2026 год, но не содержит сводной статистики или итогового числа всех бюджетных программ и мер в целом по программному бюджету Кыргызской Республики.",403074,1424,0,"The model claims insufficient information instead of providing the known total of 168 programs and 393 measures, which is incorrect."
qwen3.5,ru_statements_all,all,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,"1) Общегосударственные программы (Министерство финансов); 2)Реализация проектов государственных инвестиций (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности); 3) Государственная поддержка и развитие ирригации (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности)","1. Программа «Общегосударственные программы» (Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)): сокращение на 52,469,226.0 тыс. сом (с 164,663,857.2 до 112,194,631.2 тыс. сом).
2. Программа «Государственная поддержка и развитие ирригации» (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности Кыргызской Республики): сокращение на 1,265,069.1 тыс. сом (с 5,039,751.9 до 3,774,682.8 тыс. сом).
3. Программа «Планирование, обеспечение, по экономическому, социальному прогнозированию и инвестиций внешних связей в сфере развития сельского хозяйства, также формирования и мониторинга финансовых ресурсов, бухгалтерских учетов, отчетностейи контроля» (Верховный суд Кыргызской Республики): сокращение на 734,267.1 тыс. сом (с 3,787,470.5 до 3,053,203.4 тыс. сом).","<scratchpad>
1.  **Программа:** «Общегосударственные программы» (Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты))
    *   2026 год: 164,663,857.2 тыс. сом
    *   2027 год: 112,194,631.2 тыс. сом
    *   Сокращение: 164,663,857.2 - 112,194,631.2 = 52,469,226.0 тыс. сом

2.  **Программа:** «Государственная поддержка и развитие ирригации» (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности Кыргызской Республики)
    *   2026 год: 5,039,751.9 тыс. сом
    *   2027 год: 3,774,682.8 тыс. сом
    *   Сокращение: 5,039,751.9 - 3,774,682.8 = 1,265,069.1 тыс. сом

3.  **Программа:** «Планирование, обеспечение, по экономическому, социальному прогнозированию и инвестиций внешних связей в сфере развития сельского хозяйства, также формирования и мониторинга финансовых ресурсов, бухгалтерских учетов, отчетностейи контроля» (Верховный суд Кыргызской Республики)
    *   2026 год: 3,787,470.5 тыс. сом
    *   2027 год: 3,053,203.4 тыс. сом
    *   Сокращение: 3,787,470.5 - 3,053,203.4 = 734,267.1 тыс. сом

4.  **Программа:** «Цифровизация сельского хозяйства» (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности Кыргызской Республики)
    *   2026 год: 579,867.8 тыс. сом
    *   2027 год: 85,800.3 тыс. сом
    *   Сокращение: 579,867.8 - 85,800.3 = 494,067.5 тыс. сом

5.  **Программа:** «Координирование, создание программ ТВ и РВ» (Телерадиовещательные компании Кыргызской Республики)
    *   2026 год: 1,244,130.4 тыс. сом
    *   2027 год: 798,566.5 тыс. сом
    *   Сокращение: 1,244,130.4 - 798,566.5 = 445,563.9 тыс. сом

Ранжирование по абсолютному сокращению (тыс. сом):
1. 52,469,226.0
2. 1,265,069.1
3. 734,267.1
</scratchpad>
1. Программа «Общегосударственные программы» (Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)): сокращение на 52,469,226.0 тыс. сом (с 164,663,857.2 до 112,194,631.2 тыс. сом).
2. Программа «Государственная поддержка и развитие ирригации» (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности Кыргызской Республики): сокращение на 1,265,069.1 тыс. сом (с 5,039,751.9 до 3,774,682.8 тыс. сом).
3. Программа «Планирование, обеспечение, по экономическому, социальному прогнозированию и инвестиций внешних связей в сфере развития сельского хозяйства, также формирования и мониторинга финансовых ресурсов, бухгалтерских учетов, отчетностейи контроля» (Верховный суд Кыргызской Республики): сокращение на 734,267.1 тыс. сом (с 3,787,470.5 до 3,053,203.4 тыс. сом).",403074,1424,2,Includes two of the three correct programs but omits the second listed program and adds an incorrect one.
deepseek-v4-pro-thinking,ru_statements_top500,top500,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом","42,380,106.4 тыс. сом",,143713,500,3,"The model answer exactly matches the reference value, providing the correct financing amount."
deepseek-v4-pro-thinking,ru_statements_top500,top500,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,7,,160418,500,2,The model identified the correct entity (budgetary programs of the Ministry of Health) but gave an incorrect number (7 instead of the correct 8).
deepseek-v4-pro-thinking,ru_statements_top500,top500,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа «Общегосударственные программы» (код 263) ведомства «Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)» — 164,663,857.2 тыс. сом.",,156210,500,3,The model correctly identifies the program and exact funding amount matching the reference.
deepseek-v4-pro-thinking,ru_statements_top500,top500,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,60,,153796,500,3,"The model answer matches the reference answer exactly, providing the correct number of ministries and agencies."
deepseek-v4-pro-thinking,ru_statements_top500,top500,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","1,127,306.9 тыс. сом",,156672,500,3,"The model answer exactly matches the reference value, providing the correct financing amount."
deepseek-v4-pro-thinking,ru_statements_top500,top500,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом","- Программа «Управление и администрирование» (001): 1,962,869.4 тыс. сом  
- Программа «Дошкольное образование и предшкольная подготовка» (342): 8,891,657.5 тыс. сом  
- Программа «Школьное образование» (343): 42,380,106.4 тыс. сом  
- Программа «Начальное и среднее профессиональное образование» (344): 2,178,080.8 тыс. сом  

Итого: 56,424,894.1 тыс. сом",,152754,500,3,Model provides the exact total funding matching the reference value.
deepseek-v4-pro-thinking,ru_statements_top500,top500,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",[ERROR: The read operation timed out],,145837,500,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_top500,top500,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения Кыргызской Республики получает больше финансирования на 2026 год. Его бюджет составляет 56,424,894.1 тыс. сом, что на 14,803,546.8 тыс. сом больше, чем у Министерства здравоохранения Кыргызской Республики (41,621,347.3 тыс. сом).",,157972,500,3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures.
deepseek-v4-pro-thinking,ru_statements_top500,top500,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,"В предоставленном контексте отсутствует общая сумма бюджета по всем программам на 2026 и 2027 годы, поэтому невозможно определить, растет или сокращается общий бюджет на уровне программ, и рассчитать процент изменения.",,149978,500,0,The model claims insufficient data and does not provide the correct decline of 7.1%.
deepseek-v4-pro-thinking,ru_statements_top500,top500,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,"Программа «Внесение предложений по защите материальных и социальных прав ветеранов и ветеранских организаций» (код 402) ведомства «Общественное объединение «Республиканский Совет ветеранов войны, вооруженных сил, правоохранительных органов и труженников тыла Кыргызской Республики»» (код 40) имеет финансирование 739.4 тыс. сом в 2026 году.",,163624,500,3,The model correctly identifies the same program (with matching amount 739.4 тыс. сом) as the one with the smallest non‑zero funding in 2026.
deepseek-v4-pro-thinking,ru_statements_top500,top500,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),[ERROR: The read operation timed out],,103402,500,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_top500,top500,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","16,881,928.1 тыс. сом",,155479,500,3,"The model provides the exact same funding amount, differing only in decimal formatting, which is acceptable."
deepseek-v4-pro-thinking,ru_statements_top500,top500,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,[ERROR: The read operation timed out],,151623,500,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_top500,top500,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,2,,162004,500,0,"The model answered 2, but the correct number is 9, so the answer is incorrect."
deepseek-v4-pro-thinking,ru_statements_top500,top500,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,[ERROR: The read operation timed out],,107972,500,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_top500,top500,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","В предоставленном контексте отсутствует информация об общем бюджете программ на 2026 год, поэтому рассчитать долю невозможно.",,156414,500,0,"The model answer does not provide the required percentage and claims lack of information, which is incorrect."
deepseek-v4-pro-thinking,ru_statements_top500,top500,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4",Бюджетная мера «Стабилизационный фонд КР» (код меры 39) с финансированием 50000000 тыс. сом.,,176249,500,0,"The model gave a different measure and amount, not matching the reference answer."
deepseek-v4-pro-thinking,ru_statements_top500,top500,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа «Управление материальными ценностями государственного и мобилизационного резерва» (код 455) — 4,522,247.8 тыс. сом.",,158100,500,3,The model correctly identifies the program and provides the exact funding amount matching the reference.
deepseek-v4-pro-thinking,ru_statements_top500,top500,19,hard,multi-step,Сколько всего бюджетных программ и бюджетных мер содержится в бюджете 2026 года на программной основе?,168 программ и 393 мер,"На основе анализа предоставленного контекста:

**Ход решения:**
1.  **Фильтрация:** Из контекста были отобраны все строки, содержащие информацию о финансировании на 2026 год для бюджетных программ (указан код программы) и бюджетных мер (указан код меры).
2.  **Подсчет программ:** Были идентифицированы и подсчитаны все уникальные бюджетные программы, для которых в контексте указан объем финансирования на 2026 год.
3.  **Подсчет мер:** Были идентифицированы и подсчитаны все уникальные бюджетные меры, для которых в контексте указан объем финансирования на 2026 год.

**Результат:**
В предоставленном контексте содержится информация о **68** бюджетных программах и **189** бюджетных мерах, имеющих финансирование в 2026 году.",,158257,500,1,The answer mentions budget programs and measures but gives incorrect counts (68 and 189 instead of 168 and 393).
deepseek-v4-pro-thinking,ru_statements_top500,top500,20,hard,multi-step,Какие программы демонстрируют наибольшее абсолютное сокращение финансирования между 2026 и 2027 годами? Назовите топ-3.,"1) Общегосударственные программы (Министерство финансов); 2)Реализация проектов государственных инвестиций (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности); 3) Государственная поддержка и развитие ирригации (Министерство водных ресурсов, сельского хозяйства и перерабатывающей промышленности)",[ERROR: The read operation timed out],,168021,500,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_all,all,1,easy,lookup,Какой объем финансирования предусмотрен на программу «Школьное образование» Министерства просвещения на 2026 год?,"42,380,106.4 тыс. сом","42,380,106.4 тыс. сом",,403074,1424,3,"The model answer exactly matches the reference value, providing the correct financing amount."
deepseek-v4-pro-thinking,ru_statements_all,all,2,easy,lookup,Сколько бюджетных программ имеет Министерство здравоохранения Кыргызской Республики?,8,7,,403074,1424,2,The model identified the correct entity (budgetary programs of the Ministry of Health) but gave an incorrect number (7 instead of the correct 8).
deepseek-v4-pro-thinking,ru_statements_all,all,3,easy,lookup,Какая программа имеет наибольшее финансирование в бюджете 2026 года?,"«Общегосударственные программы» Министерства финансов КР — 164,663,857.2 тыс. сом","Программа «Общегосударственные программы» (код 263) ведомства «Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)» с финансированием 164,663,857.2 тыс. сом.",,403074,1424,3,The model correctly identifies the program and exact funding amount matching the reference.
deepseek-v4-pro-thinking,ru_statements_all,all,4,easy,count,Сколько всего министерств и ведомств представлено в бюджете на программной основе?,60,60,,403074,1424,3,"The model answer matches the reference answer exactly, providing the correct number of ministries and agencies."
deepseek-v4-pro-thinking,ru_statements_all,all,5,easy,lookup,Каков общий объем финансирования Жогорку Кенеша (парламента) на 2026 год?,"1,127,306.9 тыс. сом","1,127,306.9 тыс. сом",,403074,1424,3,"The model answer exactly matches the reference value, providing the correct financing amount."
deepseek-v4-pro-thinking,ru_statements_all,all,6,medium,aggregation,Каков общий объем финансирования всех программ Министерства просвещения на 2026 год?,"56,424,894.11 тыс. сом","56,424,894.1 тыс. сом",,403074,1424,3,"The model provides the same funding amount, differing only by rounding, which is acceptable."
deepseek-v4-pro-thinking,ru_statements_all,all,7,medium,aggregation,Каков суммарный бюджет всех программ на уровне программ (program level) на 2026 год?,"Примерно 593.0 млрд сом (593,028,014.8 тыс. сом)",[ERROR: The read operation timed out],,403074,1424,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_all,all,8,medium,comparison,Какое министерство получает больше финансирования: Министерство здравоохранения или Министерство просвещения?,"Министерство просвещения — 56,424,894.11 тыс. сом против 41,621,347.3 тыс. сом у здравоохранения","Министерство просвещения получает больше. Его финансирование составляет 56,424,894.1 тыс. сом, что на 14,803,546.8 тыс. сом больше, чем у Министерства здравоохранения (41,621,347.3 тыс. сом).",,403074,1424,3,The model correctly identifies the Ministry of Education as receiving more funding and provides matching figures.
deepseek-v4-pro-thinking,ru_statements_all,all,9,medium,comparison,"Как изменяется общий бюджет на уровне программ между 2026 и 2027 годами — растет или сокращается, и на сколько процентов?",declines by 7.1%,[ERROR: The read operation timed out],,403074,1424,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_all,all,10,medium,lookup,Какая программа имеет наименьшее ненулевое финансирование в 2026 году?,«Внесение предложений по защите материальных и социальных прав ветеранов» — 739.4 тыс. сом,[ERROR: The read operation timed out],,403074,1424,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_all,all,11,medium,indicator,Какая единица измерения индикаторов результативности используется чаще всего в бюджете 2026 года?,Процент (%),%,,403074,1424,3,"Model correctly identified the most common unit as percent, matching the reference answer."
deepseek-v4-pro-thinking,ru_statements_all,all,12,medium,aggregation,Каков общий объем финансирования программ Министерства транспорта и коммуникаций на 2026 год?,"16,881,928.10 тыс. сом","16,881,928.1 тыс. сом",,403074,1424,3,"The model provides the exact same funding amount, differing only in decimal formatting, which is acceptable."
deepseek-v4-pro-thinking,ru_statements_all,all,13,hard,filter,Сколько министерств/ведомств имеют ровно одну бюджетную программу?,22,22,,403074,1424,3,The model answer matches the reference answer exactly.
deepseek-v4-pro-thinking,ru_statements_all,all,14,hard,filter,Сколько программ демонстрируют рост финансирования более чем на 10% между 2026 и 2027 годами?,9,[ERROR: The read operation timed out],,403074,1424,-1,"API error, not evaluated"
deepseek-v4-pro-thinking,ru_statements_all,all,15,hard,indicator,"Сколько строк в бюджете имеют индикатор результативности, измеряемый в людях (чел.)?",57,50,,403074,1424,2,The model identified the correct metric (number of rows) but gave an incorrect value (50 vs. correct 57).
deepseek-v4-pro-thinking,ru_statements_all,all,16,hard,aggregation,Какова доля финансирования Министерства финансов (Общегосударственные расходы) от общего бюджета программ на 2026 год?,"56% (332,149,236.2 out of 593,028,014.9)","Недостаточно информации. В предоставленном контексте указан только итог по ведомству «Министерство финансов Кыргызской Республики (Общегосударственные программы, мероприятия и выплаты)» (код 26) на 2026 год: 332 149 236,1 тыс. сом. Общий бюджет программ на 2026 год отсутствует, поэтому рассчитать долю невозможно.",,403074,1424,0,"The model claims insufficient information, but the reference provides the percentage (56%) and the values, so the answer is incorrect."
deepseek-v4-pro-thinking,ru_statements_all,all,17,hard,lookup,Какая бюджетная мера (measure) имеет наибольшее финансирование в 2026 году?,"Повышение социальных выплат - 76,517,019.4","Бюджетная мера «Повышение социальных выплат» (код меры 03) с финансированием 76,517,019.4 тыс. сом.",,403074,1424,3,The model correctly identifies the measure and provides the exact funding amount matching the reference.
deepseek-v4-pro-thinking,ru_statements_all,all,18,hard,comparison,Какая программа Министерства чрезвычайных ситуаций получает наибольшее финансирование в 2026 году?,"Управление материальными ценностями государственного и мобилизационного резерва  4,522,247.8 тыс. сом","Программа «Управление материальными ценностями государственного и мобилизационного резерва» (код 455) получает 4,522,247.8 тыс. сом.",,403074,1424,3,The model correctly identifies the program and the exact funding amount matching the reference.
